"gene","MoransI_observed","MoransI_p.value","MoransI_p.adj"
"ATB2",NA,NA,NA
"AT1G60730",NA,NA,NA
"AT1G60770",NA,NA,NA
"HAP13",NA,NA,NA
"AT1G60787",NA,NA,NA
"TBL2",NA,NA,NA
"NIK3",NA,NA,NA
"ACLA-2",NA,NA,NA
"ATRPAC42",NA,NA,NA
"AGD2",NA,NA,NA
"MEE9",NA,NA,NA
"AT1G60890",NA,NA,NA
"AT1G60900",NA,NA,NA
"SNRK2.10",NA,NA,NA
"FED A",NA,NA,NA
"IRT3",NA,NA,NA
"AT1G60970",NA,NA,NA
"AT1G60990",NA,NA,NA
"AT1G60995",NA,NA,NA
"AT1G61000",NA,NA,NA
"CPSF73-I",NA,NA,NA
"AT1G61030",NA,NA,NA
"VIP5",NA,NA,NA
"AT1G61065",NA,NA,NA
"AT1G61100",NA,NA,NA
"EDA16",NA,NA,NA
"AT1G61150",NA,NA,NA
"AT1G61170",NA,NA,NA
"AT1G61180",NA,NA,NA
"AT1G61190",NA,NA,NA
"DWA3",NA,NA,NA
"BRD4",NA,NA,NA
"AT1G61240",NA,NA,NA
"SC3",NA,NA,NA
"AT1G61260",NA,NA,NA
"AT1G61280",NA,NA,NA
"AT1G61300",NA,NA,NA
"AT1G61310",NA,NA,NA
"FBS1",NA,NA,NA
"AT1G61350",NA,NA,NA
"AT1G61360",NA,NA,NA
"AT1G61370",NA,NA,NA
"SD1-29",NA,NA,NA
"AT1G61400",NA,NA,NA
"AT1G61420",NA,NA,NA
"AT1G61430",NA,NA,NA
"AT1G61440",NA,NA,NA
"AT1G61450",NA,NA,NA
"AT1G61460",NA,NA,NA
"AT1G61470",NA,NA,NA
"AT1G61490",NA,NA,NA
"AT1G61500",NA,NA,NA
"LHCA3",NA,NA,NA
"AT1G61550",NA,NA,NA
"MLO6",NA,NA,NA
"TIM13",NA,NA,NA
"RPL3B",NA,NA,NA
"AT1G61620",NA,NA,NA
"AT1G61640",NA,NA,NA
"AT1G61660",NA,NA,NA
"AT1G61667",NA,NA,NA
"AT1G61670",NA,NA,NA
"AT1G61690",NA,NA,NA
"AT1G61730",NA,NA,NA
"AT1G61740",NA,NA,NA
"AT1G61770",NA,NA,NA
"AT1G61780",NA,NA,NA
"AT1G61790",NA,NA,NA
"AT1G61795",NA,NA,NA
"GPT2",NA,NA,NA
"BGLU46",NA,NA,NA
"AT1G61850",NA,NA,NA
"AT1G61860",NA,NA,NA
"PPR336",NA,NA,NA
"AT1G61890",NA,NA,NA
"AT1G61900",NA,NA,NA
"AT1G61960",NA,NA,NA
"AT1G61970",NA,NA,NA
"AT1G61980",NA,NA,NA
"AT1G61990",NA,NA,NA
"AT1G62010",NA,NA,NA
"AT1G62020",NA,NA,NA
"AT1G62030",NA,NA,NA
"ATG8C",NA,NA,NA
"AT1G62045",NA,NA,NA
"AT1G62050",NA,NA,NA
"AT1G08457",NA,NA,NA
"AT1G62085",NA,NA,NA
"AT1G62110",NA,NA,NA
"AT1G62120",NA,NA,NA
"AT1G62130",NA,NA,NA
"AT1G62150",NA,NA,NA
"APR2",NA,NA,NA
"PTR6",NA,NA,NA
"AT1G62250",NA,NA,NA
"AT1G62290",NA,NA,NA
"WRKY6",NA,NA,NA
"AT1G62305",NA,NA,NA
"AT1G08507",NA,NA,NA
"AT1G62310",NA,NA,NA
"AT1G62330",NA,NA,NA
"STM",NA,NA,NA
"AT1G62370",NA,NA,NA
"ACO2",NA,NA,NA
"Phox2",NA,NA,NA
"AT1G62422",NA,NA,NA
"CDS1",NA,NA,NA
"LRX2",NA,NA,NA
"AT1G62480",NA,NA,NA
"AT1G62500",NA,NA,NA
"AT1G62510",NA,NA,NA
"AT1G62520",NA,NA,NA
"FMO GS-OX4",NA,NA,NA
"AT1G62600",NA,NA,NA
"AT1G62610",NA,NA,NA
"AT1G62630",NA,NA,NA
"KAS III",NA,NA,NA
"AT1G62660",NA,NA,NA
"RPF2",NA,NA,NA
"AT1G62680",NA,NA,NA
"BETA-VPE",NA,NA,NA
"NG1",NA,NA,NA
"AT1G62730",NA,NA,NA
"Hop2",NA,NA,NA
"SCO1",NA,NA,NA
"AT1G62770",NA,NA,NA
"AT1G62780",NA,NA,NA
"AT1G62790",NA,NA,NA
"ASP4",NA,NA,NA
"CuAO1",NA,NA,NA
"AT1G62820",NA,NA,NA
"LDL1",NA,NA,NA
"AT1G62840",NA,NA,NA
"AT1G62850",NA,NA,NA
"AT1G62870",NA,NA,NA
"AT1G62880",NA,NA,NA
"AT1G62910",NA,NA,NA
"RPF3",NA,NA,NA
"AT1G62950",NA,NA,NA
"ACS10",NA,NA,NA
"AT1G62970",NA,NA,NA
"EXPA18",NA,NA,NA
"NRS/ER",NA,NA,NA
"AT1G63010",NA,NA,NA
"NRPD1A",NA,NA,NA
"LPLAT2",NA,NA,NA
"AT1G63080",NA,NA,NA
"PP2-A11",NA,NA,NA
"AT1G63100",NA,NA,NA
"AT1G63110",NA,NA,NA
"RBL2",NA,NA,NA
"AT1G63130",NA,NA,NA
"AT1G63140",NA,NA,NA
"AT1G63150",NA,NA,NA
"RFC2",NA,NA,NA
"AT1G63170",NA,NA,NA
"UGE3",NA,NA,NA
"AT1G63220",NA,NA,NA
"AT1G63240",NA,NA,NA
"CLE14",NA,NA,NA
"AT1G63250",NA,NA,NA
"TET10",NA,NA,NA
"ABCI1",NA,NA,NA
"AT1G63290",NA,NA,NA
"AT1G63300",NA,NA,NA
"AT1G63330",NA,NA,NA
"AT1G63360",NA,NA,NA
"AT1G63400",NA,NA,NA
"AT1G63420",NA,NA,NA
"AT1G63430",NA,NA,NA
"HMA5",NA,NA,NA
"RHS8",NA,NA,NA
"GPX8",NA,NA,NA
"AT1G63470",NA,NA,NA
"AT1G63480",NA,NA,NA
"AT1G63490",NA,NA,NA
"BSK7",NA,NA,NA
"AT1G63610",NA,NA,NA
"AT1G63640",NA,NA,NA
"EGL3",NA,NA,NA
"AT1G63660",NA,NA,NA
"TRM12",NA,NA,NA
"MURE",NA,NA,NA
"SPPL2",NA,NA,NA
"YDA",NA,NA,NA
"AT1G63720",NA,NA,NA
"AT1G63730",NA,NA,NA
"AT1G63740",NA,NA,NA
"AT1G63770",NA,NA,NA
"IMP4",NA,NA,NA
"UBC5",NA,NA,NA
"AT1G63810",NA,NA,NA
"AT1G63830",NA,NA,NA
"AT1G63840",NA,NA,NA
"AT1G63850",NA,NA,NA
"AT1G63855",NA,NA,NA
"AT1G63860",NA,NA,NA
"AT1G63880",NA,NA,NA
"DAL1",NA,NA,NA
"ROH1",NA,NA,NA
"MDAR6",NA,NA,NA
"ISPF",NA,NA,NA
"AT1G63980",NA,NA,NA
"AT1G08647",NA,NA,NA
"SPO11-2",NA,NA,NA
"TOPP3",NA,NA,NA
"AT1G64050",NA,NA,NA
"RBOH F",NA,NA,NA
"MAKR2",NA,NA,NA
"RTNLB3",NA,NA,NA
"NAC027",NA,NA,NA
"DAA1",NA,NA,NA
"AT1G64140",NA,NA,NA
"AT1G64150",NA,NA,NA
"AT1G64180",NA,NA,NA
"AT1G64185",NA,NA,NA
"AT1G64190",NA,NA,NA
"VHA-E3",NA,NA,NA
"TOM7-2",NA,NA,NA
"UBC28",NA,NA,NA
"NPR1",NA,NA,NA
"AT1G64300",NA,NA,NA
"AT1G64320",NA,NA,NA
"AT1G64330",NA,NA,NA
"SEH1H",NA,NA,NA
"AT1G64355",NA,NA,NA
"AT1G64385",NA,NA,NA
"GH9C2",NA,NA,NA
"AT1G64430",NA,NA,NA
"RHD1",NA,NA,NA
"AT1G64450",NA,NA,NA
"AT1G64490",NA,NA,NA
"AT1G64500",NA,NA,NA
"AT1G64510",NA,NA,NA
"RPN12a",NA,NA,NA
"AT1G64530",NA,NA,NA
"ABCF3",NA,NA,NA
"AT1G64580",NA,NA,NA
"AT1G64583",NA,NA,NA
"AT1G64600",NA,NA,NA
"AT1G64620",NA,NA,NA
"WNK10",NA,NA,NA
"ENODL8",NA,NA,NA
"AT1G64650",NA,NA,NA
"MGL",NA,NA,NA
"BDG1",NA,NA,NA
"AT1G64680",NA,NA,NA
"AT1G64700",NA,NA,NA
"AT1G64710",NA,NA,NA
"CP5",NA,NA,NA
"TUA1",NA,NA,NA
"DSS1(I)",NA,NA,NA
"AT1G64760",NA,NA,NA
"PnsB2",NA,NA,NA
"AMT1%3B2",NA,NA,NA
"ILA",NA,NA,NA
"APO1",NA,NA,NA
"AT1G64840",NA,NA,NA
"AT1G64850",NA,NA,NA
"SIGA",NA,NA,NA
"AT1G64880",NA,NA,NA
"AT1G64890",NA,NA,NA
"CYP89A2",NA,NA,NA
"AT1G64910",NA,NA,NA
"AT1G64920",NA,NA,NA
"CYP89A6",NA,NA,NA
"CYP89A5",NA,NA,NA
"HEB1",NA,NA,NA
"G-TMT",NA,NA,NA
"CDI",NA,NA,NA
"GTG1",NA,NA,NA
"AT1G65000",NA,NA,NA
"AT1G65010",NA,NA,NA
"AT1G65020",NA,NA,NA
"AT1G65030",NA,NA,NA
"AT1G65032",NA,NA,NA
"Hrd1B",NA,NA,NA
"4CL3",NA,NA,NA
"AT1G65070",NA,NA,NA
"AT1G65080",NA,NA,NA
"AT1G65110",NA,NA,NA
"AT1G65120",NA,NA,NA
"AT1G65150",NA,NA,NA
"AT1G65220",NA,NA,NA
"AT1G65230",NA,NA,NA
"AT1G65240",NA,NA,NA
"AT1G65250",NA,NA,NA
"PTAC4",NA,NA,NA
"AT1G65270",NA,NA,NA
"AT1G65280",NA,NA,NA
"mtACP2",NA,NA,NA
"AT1G65295",NA,NA,NA
"XTH17",NA,NA,NA
"CBSX6",NA,NA,NA
"AT1G65370",NA,NA,NA
"CLV2",NA,NA,NA
"PP2-A5",NA,NA,NA
"ABCI13",NA,NA,NA
"NPQ7",NA,NA,NA
"ARI8",NA,NA,NA
"GTB1",NA,NA,NA
"FAS1",NA,NA,NA
"AT1G65481",NA,NA,NA
"AT1G65490",NA,NA,NA
"AT1G65510",NA,NA,NA
"ECI1",NA,NA,NA
"LETM2",NA,NA,NA
"AT1G65560",NA,NA,NA
"FRA3",NA,NA,NA
"HEXO3",NA,NA,NA
"AS2",NA,NA,NA
"UCH2",NA,NA,NA
"SMP1",NA,NA,NA
"LSM8",NA,NA,NA
"AT1G65710",NA,NA,NA
"AT1G65720",NA,NA,NA
"YSL7",NA,NA,NA
"AT1G65820",NA,NA,NA
"PAO4",NA,NA,NA
"AT1G65845",NA,NA,NA
"AT1G65900",NA,NA,NA
"AT1G65920",NA,NA,NA
"cICDH",NA,NA,NA
"AT1G65950",NA,NA,NA
"GAD2",NA,NA,NA
"TPX1",NA,NA,NA
"AT1G65985",NA,NA,NA
"VIM2",NA,NA,NA
"AT1G66070",NA,NA,NA
"AT1G66080",NA,NA,NA
"AT1G66130",NA,NA,NA
"ZFP4",NA,NA,NA
"TMK1",NA,NA,NA
"CMPG1",NA,NA,NA
"AT1G66180",NA,NA,NA
"GSR2",NA,NA,NA
"ATX1",NA,NA,NA
"AT1G66250",NA,NA,NA
"AT1G66260",NA,NA,NA
"BGLU22",NA,NA,NA
"AT1G66330",NA,NA,NA
"ETR1",NA,NA,NA
"AT1G66345",NA,NA,NA
"RGL1",NA,NA,NA
"AT1G66360",NA,NA,NA
"CML23",NA,NA,NA
"CAM4",NA,NA,NA
"AT1G66430",NA,NA,NA
"RHD6",NA,NA,NA
"AT1G66480",NA,NA,NA
"AT1G66500",NA,NA,NA
"AT1G66510",NA,NA,NA
"pde194",NA,NA,NA
"AT1G66530",NA,NA,NA
"AT1G66540",NA,NA,NA
"SAG24",NA,NA,NA
"COX19-1",NA,NA,NA
"AT1G66620",NA,NA,NA
"AT1G66650",NA,NA,NA
"AT1G66660",NA,NA,NA
"CLPP3",NA,NA,NA
"AR401",NA,NA,NA
"LIG6",NA,NA,NA
"SGA2",NA,NA,NA
"CAK4",NA,NA,NA
"AT1G66760",NA,NA,NA
"AT1G66810",NA,NA,NA
"AT1G66820",NA,NA,NA
"PMI2",NA,NA,NA
"AT1G66900",NA,NA,NA
"AT1G66930",NA,NA,NA
"AT1G66940",NA,NA,NA
"SNC4",NA,NA,NA
"ZFP6",NA,NA,NA
"AT1G67035",NA,NA,NA
"TRM22",NA,NA,NA
"AT1G67050",NA,NA,NA
"AT1G67060",NA,NA,NA
"DIN9",NA,NA,NA
"ABA4",NA,NA,NA
"RBCS1A",NA,NA,NA
"LBD40",NA,NA,NA
"AT1G67120",NA,NA,NA
"SWEETIE",NA,NA,NA
"AT1G67150",NA,NA,NA
"AT1G67170",NA,NA,NA
"AT1G67180",NA,NA,NA
"AT1G67190",NA,NA,NA
"AT1G67210",NA,NA,NA
"LINC1",NA,NA,NA
"AT1G67250",NA,NA,NA
"AT1G67280",NA,NA,NA
"AT1G67300",NA,NA,NA
"EMB2813",NA,NA,NA
"AT1G67325",NA,NA,NA
"AT1G67330",NA,NA,NA
"AT1G67340",NA,NA,NA
"AT1G67350",NA,NA,NA
"AT1G67360",NA,NA,NA
"AT1G67365",NA,NA,NA
"ASY1",NA,NA,NA
"AT1G67400",NA,NA,NA
"AT1G67410",NA,NA,NA
"AT1G67420",NA,NA,NA
"AT1G67430",NA,NA,NA
"emb1688",NA,NA,NA
"AT1G67470",NA,NA,NA
"AT1G67480",NA,NA,NA
"GCS1",NA,NA,NA
"REV3",NA,NA,NA
"AT1G67510",NA,NA,NA
"AT1G67530",NA,NA,NA
"URE",NA,NA,NA
"LOX6",NA,NA,NA
"AT1G67570",NA,NA,NA
"AT1G67580",NA,NA,NA
"AT1G67590",NA,NA,NA
"AT1G67600",NA,NA,NA
"AT1G67620",NA,NA,NA
"AT1G67623",NA,NA,NA
"POLA2",NA,NA,NA
"AT1G67650",NA,NA,NA
"AT1G67660",NA,NA,NA
"AT1G67680",NA,NA,NA
"AT1G67690",NA,NA,NA
"AT1G67700",NA,NA,NA
"AT1G67720",NA,NA,NA
"KCR1",NA,NA,NA
"PSBY",NA,NA,NA
"AT1G67750",NA,NA,NA
"AT1G67760",NA,NA,NA
"AT1G67780",NA,NA,NA
"AT1G67785",NA,NA,NA
"AT1G67792",NA,NA,NA
"AT1G67800",NA,NA,NA
"SUFE2",NA,NA,NA
"AT1G67820",NA,NA,NA
"FXG1",NA,NA,NA
"CSK",NA,NA,NA
"AT1G67850",NA,NA,NA
"AT1G67870",NA,NA,NA
"AT1G67880",NA,NA,NA
"AT1G67890",NA,NA,NA
"AT1G67900",NA,NA,NA
"AT1G67910",NA,NA,NA
"AT1G67920",NA,NA,NA
"AT1G67930",NA,NA,NA
"ABCI17",NA,NA,NA
"AT1G67950",NA,NA,NA
"POD1",NA,NA,NA
"HSFA8",NA,NA,NA
"PIS1",NA,NA,NA
"HPR",NA,NA,NA
"ATTPS6",NA,NA,NA
"AT1G68030",NA,NA,NA
"FKF1",NA,NA,NA
"MAP70-1",NA,NA,NA
"AT1G68070",NA,NA,NA
"AT1G68080",NA,NA,NA
"IAR1",NA,NA,NA
"IDD14",NA,NA,NA
"AT1G68140",NA,NA,NA
"WRKY9",NA,NA,NA
"AT1G68160",NA,NA,NA
"AT1G68185",NA,NA,NA
"BBX27",NA,NA,NA
"AT1G68220",NA,NA,NA
"AT1G68230",NA,NA,NA
"AT1G68240",NA,NA,NA
"AT1G68260",NA,NA,NA
"AT1G08973",NA,NA,NA
"ENDO2",NA,NA,NA
"AT1G68300",NA,NA,NA
"AE7",NA,NA,NA
"AT1G68330",NA,NA,NA
"AT1G68340",NA,NA,NA
"AT1G68350",NA,NA,NA
"AT1G68360",NA,NA,NA
"ARG1",NA,NA,NA
"AT1G68400",NA,NA,NA
"AT1G68410",NA,NA,NA
"AT1G68430",NA,NA,NA
"AT1G68440",NA,NA,NA
"AT1G68470",NA,NA,NA
"JAG",NA,NA,NA
"AT1G68490",NA,NA,NA
"BBX14",NA,NA,NA
"KCS6",NA,NA,NA
"TKPR2",NA,NA,NA
"CRF10",NA,NA,NA
"XYL1",NA,NA,NA
"AT1G68570",NA,NA,NA
"AT1G68580",NA,NA,NA
"AT1G68585",NA,NA,NA
"PSRP3/1",NA,NA,NA
"AT1G68620",NA,NA,NA
"PAN",NA,NA,NA
"AT1G68650",NA,NA,NA
"AT1G68660",NA,NA,NA
"AT1G68670",NA,NA,NA
"AT1G68680",NA,NA,NA
"PERK9",NA,NA,NA
"AT1G68710",NA,NA,NA
"TADA",NA,NA,NA
"AT1G68723",NA,NA,NA
"AT1G68730",NA,NA,NA
"PHO1%3BH1",NA,NA,NA
"NUDX1",NA,NA,NA
"AT1G68780",NA,NA,NA
"LINC3",NA,NA,NA
"CLE12",NA,NA,NA
"AT1G68810",NA,NA,NA
"AT1G68820",NA,NA,NA
"RTFL15",NA,NA,NA
"STN7",NA,NA,NA
"RAV2",NA,NA,NA
"AT1G68862",NA,NA,NA
"PHYLLO",NA,NA,NA
"WIT2",NA,NA,NA
"AT1G68920",NA,NA,NA
"AT1G68930",NA,NA,NA
"AT1G09023",NA,NA,NA
"AT1G68980",NA,NA,NA
"MGP3",NA,NA,NA
"BIM2",NA,NA,NA
"AT1G69020",NA,NA,NA
"AT1G69030",NA,NA,NA
"ACR4",NA,NA,NA
"AT1G69050",NA,NA,NA
"AT1G69060",NA,NA,NA
"AT1G69070",NA,NA,NA
"AT1G69080",NA,NA,NA
"AT1G69160",NA,NA,NA
"AT1G69170",NA,NA,NA
"FLN2",NA,NA,NA
"AT1G69210",NA,NA,NA
"SIK1",NA,NA,NA
"AT1G69250",NA,NA,NA
"AFP1",NA,NA,NA
"RPK1",NA,NA,NA
"AT1G69280",NA,NA,NA
"PDCB4",NA,NA,NA
"WRKY57",NA,NA,NA
"AT1G69330",NA,NA,NA
"AT1G69340",NA,NA,NA
"AT1G69350",NA,NA,NA
"AT1G69360",NA,NA,NA
"CM3",NA,NA,NA
"RRG",NA,NA,NA
"MINE1",NA,NA,NA
"AT1G69400",NA,NA,NA
"ELF5A-3",NA,NA,NA
"AT1G69420",NA,NA,NA
"AGO7",NA,NA,NA
"AT1G69450",NA,NA,NA
"AT1G69460",NA,NA,NA
"AT1G69485",NA,NA,NA
"NAP",NA,NA,NA
"AT1G69510",NA,NA,NA
"AT1G69520",NA,NA,NA
"AT1G69523",NA,NA,NA
"AT1G69526",NA,NA,NA
"EXPA1",NA,NA,NA
"AGL94",NA,NA,NA
"AT1G69550",NA,NA,NA
"AT1G69570",NA,NA,NA
"AT1G69580",NA,NA,NA
"AT1G69587",NA,NA,NA
"ZFHD1",NA,NA,NA
"AT1G69610",NA,NA,NA
"RPL34",NA,NA,NA
"SBH1",NA,NA,NA
"CUL3B",NA,NA,NA
"AT1G69680",NA,NA,NA
"TCP15",NA,NA,NA
"HVA22C",NA,NA,NA
"AT1G69710",NA,NA,NA
"HEMB1",NA,NA,NA
"COX19-2",NA,NA,NA
"AT1G69760",NA,NA,NA
"CMT3",NA,NA,NA
"ATHB13",NA,NA,NA
"AT1G69800",NA,NA,NA
"WRKY36",NA,NA,NA
"AMY3",NA,NA,NA
"AT1G69840",NA,NA,NA
"NRT1:2",NA,NA,NA
"AT1G69890",NA,NA,NA
"AT1G69910",NA,NA,NA
"GSTU11",NA,NA,NA
"SHW1",NA,NA,NA
"PP2A",NA,NA,NA
"CLE26",NA,NA,NA
"AT1G69980",NA,NA,NA
"AT1G70000",NA,NA,NA
"SNL4",NA,NA,NA
"LGT8",NA,NA,NA
"AT1G70100",NA,NA,NA
"FH8",NA,NA,NA
"AT1G70150",NA,NA,NA
"AT1G70160",NA,NA,NA
"AT1G70180",NA,NA,NA
"AT1G70190",NA,NA,NA
"AT1G70200",NA,NA,NA
"CYCD1%3B1",NA,NA,NA
"AT1G70220",NA,NA,NA
"TBL27",NA,NA,NA
"AT1G70250",NA,NA,NA
"AT1G70270",NA,NA,NA
"AT1G70280",NA,NA,NA
"TPS8",NA,NA,NA
"KUP6",NA,NA,NA
"SPDS2",NA,NA,NA
"UPL2",NA,NA,NA
"ENT1",NA,NA,NA
"AT1G70340",NA,NA,NA
"AT1G70350",NA,NA,NA
"AT1G70360",NA,NA,NA
"PG2",NA,NA,NA
"BCA4",NA,NA,NA
"AT1G70420",NA,NA,NA
"AT1G70430",NA,NA,NA
"SRO3",NA,NA,NA
"AT1G70450",NA,NA,NA
"PERK13",NA,NA,NA
"AT1G70470",NA,NA,NA
"AT1G70480",NA,NA,NA
"ARFA1D",NA,NA,NA
"AT1G70505",NA,NA,NA
"KNAT2",NA,NA,NA
"CRK2",NA,NA,NA
"CRK3",NA,NA,NA
"AT1G70550",NA,NA,NA
"TAA1",NA,NA,NA
"AT1G70570",NA,NA,NA
"AOAT2",NA,NA,NA
"AT1G70590",NA,NA,NA
"AT1G70600",NA,NA,NA
"ABCB26",NA,NA,NA
"AT1G70620",NA,NA,NA
"AT1G70630",NA,NA,NA
"AT1G70640",NA,NA,NA
"AT1G70650",NA,NA,NA
"AT1G70680",NA,NA,NA
"TIFY7",NA,NA,NA
"GH9B1",NA,NA,NA
"PGM2",NA,NA,NA
"AT1G70740",NA,NA,NA
"AT1G70750",NA,NA,NA
"NdhL",NA,NA,NA
"AT1G70770",NA,NA,NA
"AT1G70780",NA,NA,NA
"AT1G70790",NA,NA,NA
"EHB1",NA,NA,NA
"AT1G70810",NA,NA,NA
"AT1G70820",NA,NA,NA
"MLP28",NA,NA,NA
"MLP34",NA,NA,NA
"MLP43",NA,NA,NA
"CLE17",NA,NA,NA
"AT1G70900",NA,NA,NA
"PIN3",NA,NA,NA
"AT1G70950",NA,NA,NA
"SYNC3",NA,NA,NA
"AT1G71000",NA,NA,NA
"FAB1C",NA,NA,NA
"AT1G71015",NA,NA,NA
"AT1G71020",NA,NA,NA
"LPR2",NA,NA,NA
"AT1G71060",NA,NA,NA
"AT1G71070",NA,NA,NA
"AT1G71080",NA,NA,NA
"AT1G71090",NA,NA,NA
"RSW10",NA,NA,NA
"AT1G71110",NA,NA,NA
"CRF8",NA,NA,NA
"AT1G71140",NA,NA,NA
"AT1G71170",NA,NA,NA
"AT1G71180",NA,NA,NA
"SAG18",NA,NA,NA
"AT1G71210",NA,NA,NA
"EBS1",NA,NA,NA
"CSN5B",NA,NA,NA
"AT1G71240",NA,NA,NA
"ATWHY2",NA,NA,NA
"POK",NA,NA,NA
"RAD52-1",NA,NA,NA
"NAP5",NA,NA,NA
"GDPD4",NA,NA,NA
"AT1G71350",NA,NA,NA
"AT1G71360",NA,NA,NA
"RLP12",NA,NA,NA
"AT1G71410",NA,NA,NA
"AT1G71430",NA,NA,NA
"PFI",NA,NA,NA
"AT1G71460",NA,NA,NA
"AT1G71480",NA,NA,NA
"AT1G71500",NA,NA,NA
"AT1G71520",NA,NA,NA
"AT1G71528",NA,NA,NA
"AT1G71530",NA,NA,NA
"AT1G71695",NA,NA,NA
"SOL1",NA,NA,NA
"CK1",NA,NA,NA
"AT1G71710",NA,NA,NA
"PDE338",NA,NA,NA
"AT1G71730",NA,NA,NA
"HGPT",NA,NA,NA
"AT1G71760",NA,NA,NA
"AT1G71780",NA,NA,NA
"CPB",NA,NA,NA
"CSTF64",NA,NA,NA
"AT1G71810",NA,NA,NA
"SEC6",NA,NA,NA
"SERK1",NA,NA,NA
"AT1G71840",NA,NA,NA
"AT1G71850",NA,NA,NA
"PTP1",NA,NA,NA
"AT1G71865",NA,NA,NA
"AT1G71870",NA,NA,NA
"SUC1",NA,NA,NA
"AT1G71900",NA,NA,NA
"AT1G71940",NA,NA,NA
"AT1G71950",NA,NA,NA
"ABCG25",NA,NA,NA
"AT1G71970",NA,NA,NA
"AT1G71980",NA,NA,NA
"FUT13",NA,NA,NA
"AT1G72010",NA,NA,NA
"AT1G72020",NA,NA,NA
"AT1G72030",NA,NA,NA
"dNK",NA,NA,NA
"TFIIIA",NA,NA,NA
"AT1G72070",NA,NA,NA
"AT1G72090",NA,NA,NA
"AT1G72100",NA,NA,NA
"AT1G72120",NA,NA,NA
"AT1G72125",NA,NA,NA
"AT1G72130",NA,NA,NA
"PATL1",NA,NA,NA
"AT1G72160",NA,NA,NA
"AT1G72170",NA,NA,NA
"AT1G72175",NA,NA,NA
"AT1G72180",NA,NA,NA
"AT1G72190",NA,NA,NA
"AT1G72210",NA,NA,NA
"AT1G72230",NA,NA,NA
"AT1G72240",NA,NA,NA
"AT1G72250",NA,NA,NA
"AT1G72275",NA,NA,NA
"ERO1",NA,NA,NA
"PSY1R",NA,NA,NA
"ATL3",NA,NA,NA
"PUM23",NA,NA,NA
"ALAAT2",NA,NA,NA
"AT1G72340",NA,NA,NA
"ERF73",NA,NA,NA
"P40",NA,NA,NA
"AT1G72390",NA,NA,NA
"AT1G72410",NA,NA,NA
"AT1G72416",NA,NA,NA
"AT1G72420",NA,NA,NA
"AT1G72430",NA,NA,NA
"EDA25",NA,NA,NA
"JAZ6",NA,NA,NA
"EXO70D1",NA,NA,NA
"AT1G72480",NA,NA,NA
"AT1G72490",NA,NA,NA
"AT1G72500",NA,NA,NA
"AT1G72510",NA,NA,NA
"LOX4",NA,NA,NA
"AT1G72530",NA,NA,NA
"AT1G72550",NA,NA,NA
"PSD",NA,NA,NA
"AT1G72600",NA,NA,NA
"GER1",NA,NA,NA
"ELF4-L2",NA,NA,NA
"AT1G72640",NA,NA,NA
"AT1G72645",NA,NA,NA
"TRFL6",NA,NA,NA
"AT1G72660",NA,NA,NA
"iqd8",NA,NA,NA
"CAD1.1",NA,NA,NA
"AT1G72690",NA,NA,NA
"AT1G72700",NA,NA,NA
"CKL2",NA,NA,NA
"AT1G72730",NA,NA,NA
"AT1G72740",NA,NA,NA
"TIM23-2",NA,NA,NA
"HAB1",NA,NA,NA
"AT1G72790",NA,NA,NA
"AT1G72800",NA,NA,NA
"AT1G72810",NA,NA,NA
"AT1G72820",NA,NA,NA
"NF-YA3",NA,NA,NA
"AT1G72840",NA,NA,NA
"AT1G72850",NA,NA,NA
"AT1G72855",NA,NA,NA
"AT1G72860",NA,NA,NA
"AT1G72880",NA,NA,NA
"AT1G72900",NA,NA,NA
"AT1G72920",NA,NA,NA
"AT1G72940",NA,NA,NA
"AT1G72950",NA,NA,NA
"AT1G72960",NA,NA,NA
"HTH",NA,NA,NA
"BGAL17",NA,NA,NA
"PS2",NA,NA,NA
"AT1G73020",NA,NA,NA
"VPS46.2",NA,NA,NA
"AT1G73040",NA,NA,NA
"LPA3",NA,NA,NA
"PEPR1",NA,NA,NA
"AT1G73090",NA,NA,NA
"SUVH3",NA,NA,NA
"AT1G73110",NA,NA,NA
"AT1G73120",NA,NA,NA
"AT1G73130",NA,NA,NA
"GTE3",NA,NA,NA
"AT1G73160",NA,NA,NA
"CLE1",NA,NA,NA
"AT1G73170",NA,NA,NA
"BNS",NA,NA,NA
"AT1G73180",NA,NA,NA
"AT1G73200",NA,NA,NA
"AT1G73210",NA,NA,NA
"AT1G73230",NA,NA,NA
"AT1G73240",NA,NA,NA
"GER1.1",NA,NA,NA
"KTI1",NA,NA,NA
"scpl4",NA,NA,NA
"AT1G73320",NA,NA,NA
"AT1G73340",NA,NA,NA
"AT1G73350",NA,NA,NA
"HDG11",NA,NA,NA
"SUS6",NA,NA,NA
"AT1G73380",NA,NA,NA
"AT1G73390",NA,NA,NA
"AT1G73400",NA,NA,NA
"AT1G73430",NA,NA,NA
"AT1G73440",NA,NA,NA
"AT1G73450",NA,NA,NA
"AT1G73460",NA,NA,NA
"AT1G73470",NA,NA,NA
"AT1G73480",NA,NA,NA
"AT1G73490",NA,NA,NA
"MKK9",NA,NA,NA
"AT1G73530",NA,NA,NA
"NUDT21",NA,NA,NA
"AT1G73550",NA,NA,NA
"PIN1",NA,NA,NA
"AT1G73600",NA,NA,NA
"AT1G73620",NA,NA,NA
"AT1G73630",NA,NA,NA
