"gene","MoransI_observed","MoransI_p.value","MoransI_p.adj"
"AT5G25520",NA,NA,NA
"CID6",NA,NA,NA
"AT5G25560",NA,NA,NA
"AT5G25570",NA,NA,NA
"AT5G25580",NA,NA,NA
"AT5G25590",NA,NA,NA
"RD22",NA,NA,NA
"YUC6",NA,NA,NA
"AT5G25630",NA,NA,NA
"AT5G25640",NA,NA,NA
"AT5G25754",NA,NA,NA
"AT5G25755",NA,NA,NA
"AT5G25757",NA,NA,NA
"PEX4",NA,NA,NA
"AT5G25770",NA,NA,NA
"EIF3B-2",NA,NA,NA
"AT5G25790",NA,NA,NA
"AT5G25800",NA,NA,NA
"tny",NA,NA,NA
"AT5G25820",NA,NA,NA
"GATA12",NA,NA,NA
"AT5G25840",NA,NA,NA
"NADP-ME3",NA,NA,NA
"IAA28",NA,NA,NA
"GA3",NA,NA,NA
"AT5G25930",NA,NA,NA
"AT5G25940",NA,NA,NA
"TGG1",NA,NA,NA
"AT5G26010",NA,NA,NA
"FC1.1",NA,NA,NA
"HDA2",NA,NA,NA
"AT5G26110",NA,NA,NA
"AT5G26146",NA,NA,NA
"AT5G26160",NA,NA,NA
"AT5G26180",NA,NA,NA
"AL4",NA,NA,NA
"MAKR1",NA,NA,NA
"CLC-D",NA,NA,NA
"AT5G26260",NA,NA,NA
"AT5G26270",NA,NA,NA
"AT5G26280",NA,NA,NA
"AT5G26290",NA,NA,NA
"MSS1",NA,NA,NA
"AT5G26360",NA,NA,NA
"PWD.1",NA,NA,NA
"PYR6",NA,NA,NA
"emb1138",NA,NA,NA
"AT5G26740",NA,NA,NA
"AT5G26731",NA,NA,NA
"AT5G26730",NA,NA,NA
"AT5G26720",NA,NA,NA
"AT5G26710",NA,NA,NA
"AT5G26680",NA,NA,NA
"AT5G26670",NA,NA,NA
"AT5G26622",NA,NA,NA
"AT5G26610",NA,NA,NA
"AT5G26600",NA,NA,NA
"AT5G26749",NA,NA,NA
"SK 11",NA,NA,NA
"AT5G26760",NA,NA,NA
"AT5G26770",NA,NA,NA
"SHM2",NA,NA,NA
"AT5G26790",NA,NA,NA
"IREG3",NA,NA,NA
"AT5G26830",NA,NA,NA
"AT5G26850",NA,NA,NA
"LON1",NA,NA,NA
"AT5G26865",NA,NA,NA
"AGL26",NA,NA,NA
"TRM8",NA,NA,NA
"CBP60G",NA,NA,NA
"DPD1",NA,NA,NA
"AT5G26960",NA,NA,NA
"SYP41",NA,NA,NA
"AT5G26990",NA,NA,NA
"AT5G04325",NA,NA,NA
"ATK4",NA,NA,NA
"TPR3.1",NA,NA,NA
"GLR2.1",NA,NA,NA
"NHX1",NA,NA,NA
"ACP5",NA,NA,NA
"Cand8",NA,NA,NA
"AT5G27230",NA,NA,NA
"AT5G27240",NA,NA,NA
"EMB976",NA,NA,NA
"AT5G27280",NA,NA,NA
"AT5G27290",NA,NA,NA
"AT5G27300",NA,NA,NA
"GID1C",NA,NA,NA
"AT5G27330",NA,NA,NA
"GSH2",NA,NA,NA
"AT5G27395",NA,NA,NA
"AT5G27390",NA,NA,NA
"AT5G27400",NA,NA,NA
"AT5G27410",NA,NA,NA
"CNI1",NA,NA,NA
"AT5G27430",NA,NA,NA
"MK",NA,NA,NA
"AT5G27460",NA,NA,NA
"AT5G27470",NA,NA,NA
"AT5G27490",NA,NA,NA
"PNC2",NA,NA,NA
"MIRO1",NA,NA,NA
"AT5G27550",NA,NA,NA
"AT5G27560",NA,NA,NA
"LACS7",NA,NA,NA
"ALY1",NA,NA,NA
"CYCH%3B1",NA,NA,NA
"ACBP5",NA,NA,NA
"TIF3B1",NA,NA,NA
"AT5G27650",NA,NA,NA
"DEG14",NA,NA,NA
"HTA7",NA,NA,NA
"RECQSIM",NA,NA,NA
"AT5G27700",NA,NA,NA
"AT5G27710",NA,NA,NA
"emb1644",NA,NA,NA
"AT5G27730",NA,NA,NA
"EMB2775",NA,NA,NA
"AT5G27750",NA,NA,NA
"AT5G27760",NA,NA,NA
"AT5G27770",NA,NA,NA
"AT5G27820",NA,NA,NA
"AT5G27830",NA,NA,NA
"TOPP8",NA,NA,NA
"AT5G27850",NA,NA,NA
"AT5G27860",NA,NA,NA
"AT5G27890",NA,NA,NA
"AT5G27893",NA,NA,NA
"AT5G27920",NA,NA,NA
"AT5G27930",NA,NA,NA
"AT5G27950",NA,NA,NA
"AT5G27970",NA,NA,NA
"AT5G27990",NA,NA,NA
"AT5G28010",NA,NA,NA
"CYSD2",NA,NA,NA
"AT5G28040",NA,NA,NA
"AT5G28050",NA,NA,NA
"AT5G28060",NA,NA,NA
"AT5G28150",NA,NA,NA
"AT5G28220",NA,NA,NA
"NEK3",NA,NA,NA
"AT5G28300",NA,NA,NA
"AT5G28340",NA,NA,NA
"AT5G28350",NA,NA,NA
"AT5G28380",NA,NA,NA
"AT5G28442",NA,NA,NA
"LSH1",NA,NA,NA
"AT5G28500",NA,NA,NA
"FRS10",NA,NA,NA
"BIP1",NA,NA,NA
"AN3",NA,NA,NA
"AT5G28740",NA,NA,NA
"AT5G28750",NA,NA,NA
"BZO2H3",NA,NA,NA
"AT5G28830",NA,NA,NA
"GME",NA,NA,NA
"AT5G28850",NA,NA,NA
"AT5G28900",NA,NA,NA
"AT5G04905",NA,NA,NA
"AT5G28919",NA,NA,NA
"AT5G28960",NA,NA,NA
"PHL1",NA,NA,NA
"AT5G30495",NA,NA,NA
"AT5G30490",NA,NA,NA
"RPS1",NA,NA,NA
"AT5G32440",NA,NA,NA
"AT5G32450",NA,NA,NA
"AT5G32470",NA,NA,NA
"AT5G33280",NA,NA,NA
"XGD1",NA,NA,NA
"AT5G33300",NA,NA,NA
"CUE1",NA,NA,NA
"PAP26",NA,NA,NA
"AT5G34930",NA,NA,NA
"GUS3",NA,NA,NA
"OS9",NA,NA,NA
"AT5G35100",NA,NA,NA
"AT5G35160",NA,NA,NA
"AT5G35170",NA,NA,NA
"AT5G35180",NA,NA,NA
"EXT13",NA,NA,NA
"AT5G35200",NA,NA,NA
"PTM",NA,NA,NA
"EGY1",NA,NA,NA
"AT5G35320",NA,NA,NA
"MBD02",NA,NA,NA
"CAC2",NA,NA,NA
"AT5G35370",NA,NA,NA
"AT5G35400",NA,NA,NA
"SOS2",NA,NA,NA
"AT5G35430",NA,NA,NA
"AT5G35450",NA,NA,NA
"AT5G35460",NA,NA,NA
"MIS12",NA,NA,NA
"AT5G35530",NA,NA,NA
"AT5G35560",NA,NA,NA
"AT5G35570",NA,NA,NA
"PAA1.1",NA,NA,NA
"LSP1",NA,NA,NA
"GS2",NA,NA,NA
"AT5G35660",NA,NA,NA
"iqd33",NA,NA,NA
"AT5G35680",NA,NA,NA
"AT5G35690",NA,NA,NA
"FIM5",NA,NA,NA
"AT5G35730",NA,NA,NA
"AT5G35732",NA,NA,NA
"AT5G35735",NA,NA,NA
"AT5G35740",NA,NA,NA
"HK2",NA,NA,NA
"AT5G35753",NA,NA,NA
"SAP",NA,NA,NA
"G6PD1",NA,NA,NA
"PHYC",NA,NA,NA
"AT5G35910",NA,NA,NA
"AT5G35926",NA,NA,NA
"AT5G35930",NA,NA,NA
"AT5G35940",NA,NA,NA
"AT5G35960",NA,NA,NA
"AT5G35970",NA,NA,NA
"YAK1",NA,NA,NA
"AT5G35995",NA,NA,NA
"AT5G36002",NA,NA,NA
"CCB3",NA,NA,NA
"AT5G36160",NA,NA,NA
"HCF109",NA,NA,NA
"scpl1",NA,NA,NA
"AT5G36210",NA,NA,NA
"CYP81D1",NA,NA,NA
"AT5G36230",NA,NA,NA
"PP2C74",NA,NA,NA
"AT5G36290",NA,NA,NA
"AT5G36670.1",NA,NA,NA
"ACS",NA,NA,NA
"BGLU42",NA,NA,NA
"THI2.2",NA,NA,NA
"AT5G36925",NA,NA,NA
"AT5G36930",NA,NA,NA
"CAT3.1",NA,NA,NA
"DEG10",NA,NA,NA
"AT5G36960",NA,NA,NA
"AT5G37000",NA,NA,NA
"AT5G37010",NA,NA,NA
"ARF8",NA,NA,NA
"AT5G37050",NA,NA,NA
"SEF",NA,NA,NA
"AT5G37070",NA,NA,NA
"AT5G37130",NA,NA,NA
"SUS5",NA,NA,NA
"CIP4",NA,NA,NA
"AT5G05395",NA,NA,NA
"RVE2",NA,NA,NA
"AT5G37290",NA,NA,NA
"AT5G37310",NA,NA,NA
"AT5G37340",NA,NA,NA
"AT5G37350",NA,NA,NA
"AT5G37360",NA,NA,NA
"ATSRL1",NA,NA,NA
"AT5G37380",NA,NA,NA
"AT5G37400",NA,NA,NA
"AT5G37410",NA,NA,NA
"AT5G37440",NA,NA,NA
"AT5G37450",NA,NA,NA
"AT5G37475",NA,NA,NA
"AT5G37480",NA,NA,NA
"AT5G37490",NA,NA,NA
"GORK",NA,NA,NA
"EMB1467",NA,NA,NA
"AT5G37530",NA,NA,NA
"AT5G37540",NA,NA,NA
"AT5G37550",NA,NA,NA
"AT5G37570",NA,NA,NA
"AT5G37590",NA,NA,NA
"GSR 1",NA,NA,NA
"EMB2656",NA,NA,NA
"PDLP7",NA,NA,NA
"AT5G37670",NA,NA,NA
"ARLA1A",NA,NA,NA
"AT5G37710",NA,NA,NA
"ALY4",NA,NA,NA
"AT5G37740",NA,NA,NA
"AT5G37750",NA,NA,NA
"TCH2",NA,NA,NA
"CAM1",NA,NA,NA
"AT5G37790",NA,NA,NA
"RSL1",NA,NA,NA
"OXP1",NA,NA,NA
"SOS4",NA,NA,NA
"AT5G37890",NA,NA,NA
"AT5G37930",NA,NA,NA
"AT5G38040",NA,NA,NA
"AT5G38050",NA,NA,NA
"AT5G38060",NA,NA,NA
"ASF1B",NA,NA,NA
"NF-YC12",NA,NA,NA
"PMI15",NA,NA,NA
"AT5G38200",NA,NA,NA
"AT5G38212",NA,NA,NA
"AT5G38210",NA,NA,NA
"AT5G38220",NA,NA,NA
"PR5K",NA,NA,NA
"AT5G38290",NA,NA,NA
"AT5G38300",NA,NA,NA
"AT5G38340",NA,NA,NA
"AT5G38360",NA,NA,NA
"AT5G38380",NA,NA,NA
"RBCS3B",NA,NA,NA
"RBCS2B",NA,NA,NA
"RBCS1B",NA,NA,NA
"AT5G38460",NA,NA,NA
"RAD23D",NA,NA,NA
"GRF3.1",NA,NA,NA
"AT5G38510",NA,NA,NA
"AT5G38520",NA,NA,NA
"TSBtype2",NA,NA,NA
"AT5G38550",NA,NA,NA
"PERK8",NA,NA,NA
"AT5G38590",NA,NA,NA
"AT5G38600",NA,NA,NA
"CYB-1",NA,NA,NA
"AT5G38640",NA,NA,NA
"APE1",NA,NA,NA
"AT5G38690",NA,NA,NA
"AT5G38700",NA,NA,NA
"AT5G38720",NA,NA,NA
"AT5G38730",NA,NA,NA
"AT5G38790",NA,NA,NA
"AT5G38820",NA,NA,NA
"AT5G38830",NA,NA,NA
"AT5G38840",NA,NA,NA
"AT5G38850",NA,NA,NA
"BIM3",NA,NA,NA
"AT5G38865",NA,NA,NA
"AUG5",NA,NA,NA
"AT5G38890",NA,NA,NA
"AT5G38895",NA,NA,NA
"AT5G38940",NA,NA,NA
"BR6OX1",NA,NA,NA
"AT5G38980",NA,NA,NA
"ABCB27",NA,NA,NA
"PMAT1",NA,NA,NA
"AT5G39080",NA,NA,NA
"CRR7",NA,NA,NA
"AT5G39220",NA,NA,NA
"AT5G39240",NA,NA,NA
"AT5G39250",NA,NA,NA
"UDG4",NA,NA,NA
"AHP3",NA,NA,NA
"AT5G39350",NA,NA,NA
"EDL2",NA,NA,NA
"AT5G39380",NA,NA,NA
"AT5G39410",NA,NA,NA
"AT5G39450",NA,NA,NA
"GNL1",NA,NA,NA
"SGR4",NA,NA,NA
"AT5G39530",NA,NA,NA
"VIM3",NA,NA,NA
"AT5G39570",NA,NA,NA
"AT5G39580",NA,NA,NA
"AT5G39590",NA,NA,NA
"AT5G39600",NA,NA,NA
"CDF2",NA,NA,NA
"AT5G05995",NA,NA,NA
"EMB2745",NA,NA,NA
"AT5G39730",NA,NA,NA
"RPL5B",NA,NA,NA
"HB23",NA,NA,NA
"AT5G39785",NA,NA,NA
"AT5G39790",NA,NA,NA
"AT5G39800",NA,NA,NA
"NAC094",NA,NA,NA
"DEG8",NA,NA,NA
"AT5G39840",NA,NA,NA
"AT5G39850",NA,NA,NA
"AT5G39865",NA,NA,NA
"AT5G39890",NA,NA,NA
"AT5G39900",NA,NA,NA
"CLPS5",NA,NA,NA
"AT5G39940",NA,NA,NA
"TRX2",NA,NA,NA
"AT5G39960",NA,NA,NA
"AT5G39970",NA,NA,NA
"AT5G39980",NA,NA,NA
"AT5G39990",NA,NA,NA
"AT5G40030",NA,NA,NA
"AT5G40060",NA,NA,NA
"AT5G40080",NA,NA,NA
"AT5G40090",NA,NA,NA
"AT5G40100",NA,NA,NA
"AT5G40140",NA,NA,NA
"AT5G40150",NA,NA,NA
"EMB506",NA,NA,NA
"RLP54",NA,NA,NA
"AT5G40190",NA,NA,NA
"DEG9",NA,NA,NA
"UMAMIT37",NA,NA,NA
"UMAMIT40",NA,NA,NA
"AT5G40250",NA,NA,NA
"AT5G40270",NA,NA,NA
"ERA1",NA,NA,NA
"AT5G40300",NA,NA,NA
"AT5G40320",NA,NA,NA
"MYB23",NA,NA,NA
"AT5G40340",NA,NA,NA
"GRXC2",NA,NA,NA
"AT5G40382",NA,NA,NA
"SIP1.1",NA,NA,NA
"AT5G40400",NA,NA,NA
"AT5G40405",NA,NA,NA
"AT5G40410",NA,NA,NA
"MKK3",NA,NA,NA
"AT5G40450",NA,NA,NA
"AT5G40460",NA,NA,NA
"AT5G40470",NA,NA,NA
"EMB3012",NA,NA,NA
"AT5G40490",NA,NA,NA
"AT5G40500",NA,NA,NA
"AT5G40510",NA,NA,NA
"AT5G40520",NA,NA,NA
"AT5G40530",NA,NA,NA
"AT5G40540",NA,NA,NA
"SGF29b",NA,NA,NA
"AT5G40570",NA,NA,NA
"PBB2",NA,NA,NA
"AT5G40590",NA,NA,NA
"AT5G40600",NA,NA,NA
"GPDHp",NA,NA,NA
"AT5G40630",NA,NA,NA
"AT5G40640",NA,NA,NA
"SDH2-2",NA,NA,NA
"AT5G40660",NA,NA,NA
"AT5G40670",NA,NA,NA
"AT5G40700",NA,NA,NA
"AT5G40710",NA,NA,NA
"AGP24",NA,NA,NA
"AUG6",NA,NA,NA
"G6PD6",NA,NA,NA
"PHB3",NA,NA,NA
"LHT1",NA,NA,NA
"AT5G40810",NA,NA,NA
"ATR",NA,NA,NA
"AT5G40830",NA,NA,NA
"SYN2",NA,NA,NA
"UPM1",NA,NA,NA
"AT5G40860",NA,NA,NA
"UK/UPRT1",NA,NA,NA
"AT5G40880",NA,NA,NA
"CLC-A",NA,NA,NA
"AT5G40910",NA,NA,NA
"TOM20-4",NA,NA,NA
"RPL27",NA,NA,NA
"AT5G40960",NA,NA,NA
"AT5G40970",NA,NA,NA
"AT5G40980",NA,NA,NA
"YSL4",NA,NA,NA
"NRPB12",NA,NA,NA
"AT5G41020",NA,NA,NA
"AT5G41050",NA,NA,NA
"AT5G41060",NA,NA,NA
"DRB5",NA,NA,NA
"GDPD2",NA,NA,NA
"AT5G41100",NA,NA,NA
"AT5G41110",NA,NA,NA
"AT5G41120",NA,NA,NA
"AT5G41130",NA,NA,NA
"AT5G41140",NA,NA,NA
"UVH1",NA,NA,NA
"AT5G41170",NA,NA,NA
"AT5G41180",NA,NA,NA
"AT5G41190",NA,NA,NA
"GSTT1",NA,NA,NA
"GSTT3",NA,NA,NA
"GSTT2",NA,NA,NA
"BSK8",NA,NA,NA
"AT5G41270",NA,NA,NA
"AT5G41280",NA,NA,NA
"AT5G41290",NA,NA,NA
"AT5G41300",NA,NA,NA
"GL3",NA,NA,NA
"AT5G06155",NA,NA,NA
"AT5G41330",NA,NA,NA
"UBC4",NA,NA,NA
"AT5G41350",NA,NA,NA
"XPB2",NA,NA,NA
"XPB1",NA,NA,NA
"AT5G41400",NA,NA,NA
"AT5G41460",NA,NA,NA
"GLA1",NA,NA,NA
"RPS10B",NA,NA,NA
"AT5G41560",NA,NA,NA
"AT5G41580",NA,NA,NA
"AT5G41590",NA,NA,NA
"BTI3",NA,NA,NA
"CHX18",NA,NA,NA
"AT5G41612",NA,NA,NA
"AT5G41620",NA,NA,NA
"AT5G41650",NA,NA,NA
"AT5G41670",NA,NA,NA
"AT5G41685",NA,NA,NA
"AT5G41690",NA,NA,NA
"UBC8",NA,NA,NA
"AT5G41760",NA,NA,NA
"AT5G41770",NA,NA,NA
"CIP1",NA,NA,NA
"AT5G41800",NA,NA,NA
"AT5G41810",NA,NA,NA
"AT5G41870",NA,NA,NA
"POLA3",NA,NA,NA
"MED10A",NA,NA,NA
"AT5G41920",NA,NA,NA
"AT5G41940",NA,NA,NA
"AT5G41950",NA,NA,NA
"AT5G41960",NA,NA,NA
"AT5G41970",NA,NA,NA
"AT5G41980",NA,NA,NA
"WNK8",NA,NA,NA
"AT5G42000",NA,NA,NA
"BIP2",NA,NA,NA
"ABIL4",NA,NA,NA
"RPN12b",NA,NA,NA
"AT5G42050",NA,NA,NA
"AT5G42060",NA,NA,NA
"AT5G42070",NA,NA,NA
"DL1",NA,NA,NA
"AT5G42090",NA,NA,NA
"AT5G42092",NA,NA,NA
"BG-PPAP",NA,NA,NA
"AT5G42110",NA,NA,NA
"Mfl1",NA,NA,NA
"AT5G42140",NA,NA,NA
"AT5G42150",NA,NA,NA
"AT5G42190",NA,NA,NA
"AT5G42220",NA,NA,NA
"scpl42",NA,NA,NA
"AT5G42250",NA,NA,NA
"VAR1",NA,NA,NA
"AT5G42280",NA,NA,NA
"UBL5",NA,NA,NA
"AT5G42290",NA,NA,NA
"AT5G42310",NA,NA,NA
"AT5G42320",NA,NA,NA
"AT5G42330",NA,NA,NA
"AT5G42350",NA,NA,NA
"AT5G42360",NA,NA,NA
"AT5G42370",NA,NA,NA
"CML37",NA,NA,NA
"SPP.1",NA,NA,NA
"SDG25",NA,NA,NA
"AT5G42420",NA,NA,NA
"AT5G42440",NA,NA,NA
"AT5G42450",NA,NA,NA
"AT5G42460",NA,NA,NA
"AT5G42470",NA,NA,NA
"ARC6",NA,NA,NA
"AT5G42510",NA,NA,NA
"BPC6",NA,NA,NA
"XRN2",NA,NA,NA
"AT5G42560",NA,NA,NA
"AT5G42570",NA,NA,NA
"CYP71A16",NA,NA,NA
"AT5G42620",NA,NA,NA
"ATS",NA,NA,NA
"AOS",NA,NA,NA
"AT5G42660",NA,NA,NA
"AT5G42670",NA,NA,NA
"AT5G42680",NA,NA,NA
"AT5G42690",NA,NA,NA
"AT5G42700",NA,NA,NA
"AT5G42720",NA,NA,NA
"AT5G42740",NA,NA,NA
"BKI1",NA,NA,NA
"AT5G42760",NA,NA,NA
"AT5G42765",NA,NA,NA
"AT5G42770",NA,NA,NA
"HB27",NA,NA,NA
"PAF1",NA,NA,NA
"DFR",NA,NA,NA
"IPK1",NA,NA,NA
"U2AF35B",NA,NA,NA
"AT5G42825",NA,NA,NA
"AT5G42830",NA,NA,NA
"AT5G42850",NA,NA,NA
"AT5G42860",NA,NA,NA
"PAH2",NA,NA,NA
"AT5G42880",NA,NA,NA
"SCP2",NA,NA,NA
"COR27",NA,NA,NA
"THO5.1",NA,NA,NA
"AT5G42940",NA,NA,NA
"AT5G42950",NA,NA,NA
"AT5G42960",NA,NA,NA
"AT5G42965",NA,NA,NA
"COP8",NA,NA,NA
"TRX3",NA,NA,NA
"UBC18",NA,NA,NA
"RPT4A",NA,NA,NA
"AT5G43020",NA,NA,NA
"AT5G43030",NA,NA,NA
"AT5G43040",NA,NA,NA
"NPQ6",NA,NA,NA
"RD21B",NA,NA,NA
"WPP1",NA,NA,NA
"CYCA3%3B1",NA,NA,NA
"AT5G43100",NA,NA,NA
"TAF4",NA,NA,NA
"AT5G43140",NA,NA,NA
"AT5G43150",NA,NA,NA
"ZF3",NA,NA,NA
"AT5G43190",NA,NA,NA
"AT5G43210",NA,NA,NA
"AT5G43240",NA,NA,NA
"NF-YC13",NA,NA,NA
"AT5G43260",NA,NA,NA
"SPL2.1",NA,NA,NA
"DCI1",NA,NA,NA
"WRKY49",NA,NA,NA
"GDPD3",NA,NA,NA
"AT5G43310",NA,NA,NA
"ckl8",NA,NA,NA
"c-NAD-MDH2",NA,NA,NA
"PHT1%3B1",NA,NA,NA
"TOPP6",NA,NA,NA
"AT5G43400",NA,NA,NA
"AT5G43420",NA,NA,NA
"ETFBETA",NA,NA,NA
"AT5G43440",NA,NA,NA
"AT5G43460",NA,NA,NA
"RPP8",NA,NA,NA
"ARP9",NA,NA,NA
"AT5G43520",NA,NA,NA
"AT5G43530",NA,NA,NA
"AT5G43560",NA,NA,NA
"UPI",NA,NA,NA
"UAH",NA,NA,NA
"AT5G43620",NA,NA,NA
"TZP",NA,NA,NA
"AT5G43670",NA,NA,NA
"AT5G43680",NA,NA,NA
"ATAUX2-11",NA,NA,NA
"AT5G43710",NA,NA,NA
"AT5G43720",NA,NA,NA
"AT5G43730",NA,NA,NA
"AT5G43740",NA,NA,NA
"AT5G43745",NA,NA,NA
"PnsB5",NA,NA,NA
"KCS20",NA,NA,NA
"APS4",NA,NA,NA
"AT5G43790",NA,NA,NA
"AGO10",NA,NA,NA
"AT5G43822",NA,NA,NA
"AT5G43820",NA,NA,NA
"AT5G43830",NA,NA,NA
"ARD4",NA,NA,NA
"CLH2",NA,NA,NA
"AT5G43870",NA,NA,NA
"TRM21",NA,NA,NA
"YUC5",NA,NA,NA
"MYA2",NA,NA,NA
"AT5G43910",NA,NA,NA
"AT5G43920",NA,NA,NA
"AT5G43930",NA,NA,NA
"HOT5",NA,NA,NA
"AT5G43950",NA,NA,NA
"AT5G43960",NA,NA,NA
"TOM22-V",NA,NA,NA
"SUVR2",NA,NA,NA
"AT5G44000",NA,NA,NA
"AT5G44010",NA,NA,NA
"AT5G44020",NA,NA,NA
"CESA4",NA,NA,NA
"AT5G44040",NA,NA,NA
"AT5G44060",NA,NA,NA
"CAD1.2",NA,NA,NA
"AT5G44080",NA,NA,NA
"AT5G44090",NA,NA,NA
"ckl7",NA,NA,NA
"ABCI21",NA,NA,NA
"AT5G44150",NA,NA,NA
"NUC",NA,NA,NA
"AT5G44170",NA,NA,NA
"RLT2",NA,NA,NA
"GLK2",NA,NA,NA
"CBP20",NA,NA,NA
"ERF9",NA,NA,NA
"AT5G44230",NA,NA,NA
"ALA2",NA,NA,NA
"AT5G44250",NA,NA,NA
"AT5G44260",NA,NA,NA
"RING1A",NA,NA,NA
"AT5G44290",NA,NA,NA
"AT5G44310",NA,NA,NA
"AT5G44320",NA,NA,NA
"TUB4",NA,NA,NA
"AT5G44350",NA,NA,NA
"PHT4%3B6",NA,NA,NA
"AT5G44380",NA,NA,NA
"AT5G44410",NA,NA,NA
"AT5G44440",NA,NA,NA
"AT5G44450",NA,NA,NA
"CML43",NA,NA,NA
"DUR",NA,NA,NA
"AT5G44490",NA,NA,NA
"AT5G44500",NA,NA,NA
"TAO1",NA,NA,NA
"AT5G44520",NA,NA,NA
"AT5G44530",NA,NA,NA
"VPS2.2",NA,NA,NA
"AT5G44572",NA,NA,NA
"AT5G44580",NA,NA,NA
"AT5G44582",NA,NA,NA
"AT5G44585",NA,NA,NA
"AT5G44600",NA,NA,NA
"MCM6",NA,NA,NA
"CEST",NA,NA,NA
"AT5G44660",NA,NA,NA
"GALS2",NA,NA,NA
"AT5G44680",NA,NA,NA
"GSO2",NA,NA,NA
"AT5G44710",NA,NA,NA
"AT5G44720",NA,NA,NA
"AT5G44730",NA,NA,NA
"POLH",NA,NA,NA
"REV1",NA,NA,NA
"MORF4",NA,NA,NA
"OSB3",NA,NA,NA
"RAN1",NA,NA,NA
"CHR4",NA,NA,NA
"AT5G44820",NA,NA,NA
"AT5G44860",NA,NA,NA
"LAZ5",NA,NA,NA
"AT5G44910",NA,NA,NA
"AT5G44920",NA,NA,NA
"ARAD2",NA,NA,NA
"AT5G45000",NA,NA,NA
"DSS1(V)",NA,NA,NA
"AT5G45020",NA,NA,NA
"AT5G45030",NA,NA,NA
"CYTC6A",NA,NA,NA
"TTR1",NA,NA,NA
"AT5G45060",NA,NA,NA
"AT5G45095",NA,NA,NA
"BRG1",NA,NA,NA
"NPR3",NA,NA,NA
"AT5G45115",NA,NA,NA
"RHA1",NA,NA,NA
"NRPC2",NA,NA,NA
"RTL3",NA,NA,NA
"RL2",NA,NA,NA
"AT5G45170",NA,NA,NA
"AT5G45190",NA,NA,NA
"AT5G45200",NA,NA,NA
"AT5G45210",NA,NA,NA
"AT5G45240",NA,NA,NA
"RPS4",NA,NA,NA
"RRS1",NA,NA,NA
"AT5G45275",NA,NA,NA
"AT5G45280",NA,NA,NA
"AT5G45290",NA,NA,NA
"BMY2",NA,NA,NA
"DCP5-L",NA,NA,NA
"CYP707A3",NA,NA,NA
"AT5G45350",NA,NA,NA
"AT5G45360",NA,NA,NA
"UMAMIT1",NA,NA,NA
"DUR3",NA,NA,NA
"CLPP4",NA,NA,NA
"RPA70C",NA,NA,NA
"AT5G45410",NA,NA,NA
"maMYB",NA,NA,NA
"AT5G45430",NA,NA,NA
"AT5G45440",NA,NA,NA
"AT5G45472",NA,NA,NA
"AT5G45470",NA,NA,NA
"AT5G45480",NA,NA,NA
"AT5G45490",NA,NA,NA
"AT5G45500",NA,NA,NA
"AT5G45510",NA,NA,NA
"MOB1-like",NA,NA,NA
"AT5G45560",NA,NA,NA
"AT5G45580",NA,NA,NA
"AT5G45590",NA,NA,NA
"GAS41",NA,NA,NA
"SUV2",NA,NA,NA
"AT5G45620",NA,NA,NA
"AT5G45630",NA,NA,NA
"AT5G45650",NA,NA,NA
"AT5G45660",NA,NA,NA
"AT5G45670",NA,NA,NA
"FKBP13",NA,NA,NA
"AT5G45700",NA,NA,NA
"RHA1.1",NA,NA,NA
"AT5G45720",NA,NA,NA
"AT5G45730",NA,NA,NA
"RABA1c",NA,NA,NA
"AT5G45760",NA,NA,NA
"AT5G45775",NA,NA,NA
"AT5G45780",NA,NA,NA
"AT5G45790",NA,NA,NA
"MEE62",NA,NA,NA
"CIPK19",NA,NA,NA
"AT5G45850",NA,NA,NA
"APG7",NA,NA,NA
"AT5G45920",NA,NA,NA
"CHLI2",NA,NA,NA
"NUDT11",NA,NA,NA
"AT5G45950",NA,NA,NA
"AT5G45960",NA,NA,NA
"AT5G46020",NA,NA,NA
"AT5G46030",NA,NA,NA
"PTR3",NA,NA,NA
"AT5G46060",NA,NA,NA
"AT5G46070",NA,NA,NA
"AT5G46080",NA,NA,NA
"AT5G46085",NA,NA,NA
"APE2",NA,NA,NA
"AT5G46150",NA,NA,NA
"AT5G46160",NA,NA,NA
"AT5G46170",NA,NA,NA
"DELTA-OAT",NA,NA,NA
"AT5G46190",NA,NA,NA
"CUL4",NA,NA,NA
"AT5G46230",NA,NA,NA
"KAT1",NA,NA,NA
"LARP6a",NA,NA,NA
"AT5G46270",NA,NA,NA
"MCM3",NA,NA,NA
"KASI",NA,NA,NA
"AT5G46295",NA,NA,NA
"FLS2",NA,NA,NA
"RWA1",NA,NA,NA
"AT5G46390",NA,NA,NA
"PRP39-2",NA,NA,NA
"SSP4",NA,NA,NA
"AT5G46420",NA,NA,NA
"AT5G46430",NA,NA,NA
"AT5G46450",NA,NA,NA
"RPS6.1",NA,NA,NA
"AT5G46510",NA,NA,NA
"AT5G46520",NA,NA,NA
"AT5G46550",NA,NA,NA
"AT5G46560",NA,NA,NA
"AT5G06845",NA,NA,NA
"BSK2",NA,NA,NA
"AT5G46580",NA,NA,NA
"AT5G46600",NA,NA,NA
"AT5G46620",NA,NA,NA
"AT5G46630",NA,NA,NA
"AT5G46640",NA,NA,NA
"AT5G46650",NA,NA,NA
"AT5G46680",NA,NA,NA
"bHLH071",NA,NA,NA
