"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT1G62520.1",0.0005424887135465,1.03324841924226,0.037,0.005,1,"4","AT1G62520"
"AT1G68670",0.0005424887135465,-0.873639325624896,0.037,0.005,1,"4","AT1G68670"
"AT2G19260",0.0005424887135465,-0.472607882420383,0.037,0.005,1,"4","AT2G19260"
"IKU1.1",0.0005424887135465,1.88152624427078,0.037,0.005,1,"4","IKU1"
"AT3G42860",0.0005424887135465,0.403245936536307,0.037,0.005,1,"4","AT3G42860"
"AT4G03490",0.0005424887135465,0.477571592533004,0.037,0.005,1,"4","AT4G03490"
"AT4G16580",0.0005424887135465,0.781429700898042,0.037,0.005,1,"4","AT4G16580"
"AT5G19850",0.0005424887135465,-0.772877992900135,0.037,0.005,1,"4","AT5G19850"
"AGG3",0.0005424887135465,0.26743637008085,0.037,0.005,1,"4","AGG3"
"LHCB2.2.4",0.000542996224362885,-9.29973368680702,0,0.13,1,"4","LHCB2.2"
"AT5G35735.1",0.000546247814377537,-1.43430655915974,0.037,0.005,1,"4","AT5G35735"
"APK1A",0.000546248121301515,-1.10333076247313,0.037,0.005,1,"4","APK1A"
"AT1G18470",0.000546248121301515,-1.02188246028912,0.037,0.005,1,"4","AT1G18470"
"TAF4B.1",0.000546248121301515,0.243815168313551,0.037,0.005,1,"4","TAF4B"
"AT1G32930.1",0.000546248121301515,1.25671125885034,0.037,0.005,1,"4","AT1G32930"
"ACC2",0.000546248121301515,-0.342402018048445,0.037,0.005,1,"4","ACC2"
"AT1G63420",0.000546248121301515,-1.16575918947048,0.037,0.005,1,"4","AT1G63420"
"AT1G67780",0.000546248121301515,0.715272756789749,0.037,0.005,1,"4","AT1G67780"
"AT2G14850",0.000546248121301515,-0.837934246767841,0.037,0.005,1,"4","AT2G14850"
"AT2G21630",0.000546248121301515,-1.04438689401315,0.037,0.005,1,"4","AT2G21630"
"AT2G25300",0.000546248121301515,-0.953098132110351,0.037,0.005,1,"4","AT2G25300"
"AT2G25560",0.000546248121301515,-0.457420556222777,0.037,0.005,1,"4","AT2G25560"
"RDM4.1",0.000546248121301515,0.207563656387361,0.037,0.005,1,"4","RDM4"
"LGT5.1",0.000546248121301515,-0.724369513040027,0.037,0.005,1,"4","LGT5"
"CPL3",0.000546248121301515,-0.583244088041856,0.037,0.005,1,"4","CPL3"
"AT2G40570",0.000546248121301515,-0.411127113158445,0.037,0.005,1,"4","AT2G40570"
"AT2G43320",0.000546248121301515,-0.695321972585273,0.037,0.005,1,"4","AT2G43320"
"AT2G45100",0.000546248121301515,-0.261683346756042,0.037,0.005,1,"4","AT2G45100"
"AT3G01450",0.000546248121301515,0.348809975020509,0.037,0.005,1,"4","AT3G01450"
"AT3G03550.1",0.000546248121301515,1.31223638046827,0.037,0.005,1,"4","AT3G03550"
"AT3G04970",0.000546248121301515,0.873130872141531,0.037,0.005,1,"4","AT3G04970"
"AT3G05250",0.000546248121301515,0.433824627731381,0.037,0.005,1,"4","AT3G05250"
"MKP2",0.000546248121301515,-0.352404701265831,0.037,0.005,1,"4","MKP2"
"AT3G20150",0.000546248121301515,-0.265879715221658,0.037,0.005,1,"4","AT3G20150"
"AT3G26240",0.000546248121301515,-0.595270323542942,0.037,0.005,1,"4","AT3G26240"
"AT3G28430",0.000546248121301515,-0.116766485173886,0.037,0.005,1,"4","AT3G28430"
"AT3G51660",0.000546248121301515,-0.868877292139929,0.037,0.005,1,"4","AT3G51660"
"AT3G56820.1",0.000546248121301515,-1.12444370292254,0.037,0.005,1,"4","AT3G56820"
"AT4G03140.1",0.000546248121301515,0.183519458951111,0.037,0.005,1,"4","AT4G03140"
"VPS28-2.1",0.000546248121301515,0.196741719458183,0.037,0.005,1,"4","VPS28-2"
"NRPB9B",0.000546248121301515,0.481790844979152,0.037,0.005,1,"4","NRPB9B"
"AT4G29530.1",0.000546248121301515,1.29227190566254,0.037,0.005,1,"4","AT4G29530"
"AT4G32960",0.000546248121301515,-1.27179200467175,0.037,0.005,1,"4","AT4G32960"
"AT5G02580.1",0.000546248121301515,-0.321992670826822,0.037,0.005,1,"4","AT5G02580"
"RBL3",0.000546248121301515,-0.677859099678911,0.037,0.005,1,"4","RBL3"
"AT5G40090.1",0.000546248121301515,0.440913050642504,0.037,0.005,1,"4","AT5G40090"
"AT5G49680.1",0.000546248121301515,1.30596986162775,0.037,0.005,1,"4","AT5G49680"
"AT5G52750.1",0.000546248121301515,0.932301826216243,0.037,0.005,1,"4","AT5G52750"
"AT5G62960",0.000546248121301515,0.390014640579165,0.037,0.005,1,"4","AT5G62960"
"XF1.2",0.000548452254638159,-1.00571018099395,0.086,0.022,1,"4","XF1"
"IGPD.1",0.00056215760627049,-0.613149961900311,0.086,0.022,1,"4","IGPD"
"AT1G22490",0.000567808308900893,3.06285628328048,0.025,0.002,1,"4","AT1G22490"
"FUT13",0.000567808308900893,3.23087734177628,0.025,0.002,1,"4","FUT13"
"CPK15",0.000567808308900893,1.53800913733979,0.025,0.002,1,"4","CPK15"
"AT4G32670",0.000567808308900893,1.92218427178314,0.025,0.002,1,"4","AT4G32670"
"ATPI4K ALPHA.2",0.000572141703765222,-1.0688845307333,0.086,0.022,1,"4","ATPI4K ALPHA"
"AT4G09040",0.000572141703765222,-1.33693871150538,0.086,0.022,1,"4","AT4G09040"
"CUL2",0.000573353787732217,2.61932490718397,0.025,0.002,1,"4","CUL2"
"AT1G07300",0.000573353787732217,0.183613894935718,0.025,0.002,1,"4","AT1G07300"
"AT1G21010",0.000573353787732217,0.563820181047866,0.025,0.002,1,"4","AT1G21010"
"AT1G56080",0.000573353787732217,1.28006144317344,0.025,0.002,1,"4","AT1G56080"
"AT1G63100",0.000573353787732217,1.1242582642389,0.025,0.002,1,"4","AT1G63100"
"AT1G64320",0.000573353787732217,1.40617765382,0.025,0.002,1,"4","AT1G64320"
"AT2G35540.1",0.000573353787732217,2.81529515464091,0.025,0.002,1,"4","AT2G35540"
"BGLU15",0.000573353787732217,2.58576560101412,0.025,0.002,1,"4","BGLU15"
"AT3G05980.1",0.000573353787732217,2.14449208577079,0.025,0.002,1,"4","AT3G05980"
"MAPKKK6",0.000573353787732217,3.10965019503168,0.025,0.002,1,"4","MAPKKK6"
"NUC-L2",0.000573353787732217,0.1951214792078,0.025,0.002,1,"4","NUC-L2"
"CLE25",0.000573353787732217,-0.386698865829952,0.025,0.002,1,"4","CLE25"
"KICP-02",0.000573353787732217,1.79791221201253,0.025,0.002,1,"4","KICP-02"
"UGT72E1.1",0.000573353787732217,2.57034740819021,0.025,0.002,1,"4","UGT72E1"
"PAI2",0.000573353787732217,0.953763663883648,0.025,0.002,1,"4","PAI2"
"AT5G09580",0.000573353787732217,1.651676085222,0.025,0.002,1,"4","AT5G09580"
"AT5G15010",0.000573353787732217,1.90128142437982,0.025,0.002,1,"4","AT5G15010"
"AT5G51490.1",0.000573353787732217,1.54352723638398,0.025,0.002,1,"4","AT5G51490"
"PPC2",0.000574158150179012,-1.60610950608684,0.086,0.022,1,"4","PPC2"
"AT1G55680.1",0.000576181380343527,-0.845514560265387,0.086,0.022,1,"4","AT1G55680"
"RABA5E",0.000578949663857005,0.209609081531973,0.025,0.002,1,"4","RABA5E"
"Haspin",0.000578949663857005,2.13172554032073,0.025,0.002,1,"4","Haspin"
"AT1G15640.1",0.000578949663857005,1.87198723356396,0.025,0.002,1,"4","AT1G15640"
"AT1G22540",0.000578949663857005,0.858283023043473,0.025,0.002,1,"4","AT1G22540"
"AT1G34380",0.000578949663857005,1.07971730877291,0.025,0.002,1,"4","AT1G34380"
"OSB1",0.000578949663857005,-0.270343886420725,0.025,0.002,1,"4","OSB1"
"AT1G48770",0.000578949663857005,1.98280772276796,0.025,0.002,1,"4","AT1G48770"
"AT1G51580",0.000578949663857005,-0.53694401599755,0.025,0.002,1,"4","AT1G51580"
"AR791",0.000578949663857005,1.59248273318204,0.025,0.002,1,"4","AR791"
"AT1G52245",0.000578949663857005,-1.60025317355724,0.025,0.002,1,"4","AT1G52245"
"AT1G52450",0.000578949663857005,1.87029527723649,0.025,0.002,1,"4","AT1G52450"
"AT1G53345",0.000578949663857005,0.356084722371802,0.025,0.002,1,"4","AT1G53345"
"AT1G53542",0.000578949663857005,1.17965116823726,0.025,0.002,1,"4","AT1G53542"
"AT1G55380",0.000578949663857005,-0.799570893792517,0.025,0.002,1,"4","AT1G55380"
"AT1G58420",0.000578949663857005,1.56464798750572,0.025,0.002,1,"4","AT1G58420"
"AT1G61470.1",0.000578949663857005,2.37154173213338,0.025,0.002,1,"4","AT1G61470"
"EXPA18",0.000578949663857005,0.223718420229702,0.025,0.002,1,"4","EXPA18"
"AT1G69580",0.000578949663857005,-0.509596508382131,0.025,0.002,1,"4","AT1G69580"
"AT1G69710",0.000578949663857005,1.16623425521536,0.025,0.002,1,"4","AT1G69710"
"AT1G70630",0.000578949663857005,1.4149674274383,0.025,0.002,1,"4","AT1G70630"
"AT1G71015",0.000578949663857005,-0.873557747931963,0.025,0.002,1,"4","AT1G71015"
"UGT89B1.1",0.000578949663857005,1.23004752510185,0.025,0.002,1,"4","UGT89B1"
"GSTU10.1",0.000578949663857005,2.08081652720526,0.025,0.002,1,"4","GSTU10"
"RRA1",0.000578949663857005,-0.184025153040912,0.025,0.002,1,"4","RRA1"
"CLE16.1",0.000578949663857005,1.79406563645015,0.025,0.002,1,"4","CLE16"
"AT2G17070.1",0.000578949663857005,1.54680338219212,0.025,0.002,1,"4","AT2G17070"
"MCM10",0.000578949663857005,1.12164212503634,0.025,0.002,1,"4","MCM10"
"AT2G21500",0.000578949663857005,-0.269053641656974,0.025,0.002,1,"4","AT2G21500"
"AT2G24530",0.000578949663857005,1.04167799074004,0.025,0.002,1,"4","AT2G24530"
"AT2G27770",0.000578949663857005,0.846785897054161,0.025,0.002,1,"4","AT2G27770"
"AT2G28105",0.000578949663857005,-0.257622286298822,0.025,0.002,1,"4","AT2G28105"
"PUB12",0.000578949663857005,1.60884125291504,0.025,0.002,1,"4","PUB12"
"AT2G29995",0.000578949663857005,0.19129690451305,0.025,0.002,1,"4","AT2G29995"
"AT2G30150",0.000578949663857005,-0.767370481807231,0.025,0.002,1,"4","AT2G30150"
"AT2G34140",0.000578949663857005,2.98385826382191,0.025,0.002,1,"4","AT2G34140"
"AT2G40711",0.000578949663857005,-0.232042841497235,0.025,0.002,1,"4","AT2G40711"
"AT2G44730",0.000578949663857005,-0.131965020882795,0.025,0.002,1,"4","AT2G44730"
"RKF3",0.000578949663857005,0.24890986298517,0.025,0.002,1,"4","RKF3"
"AT3G02480",0.000578949663857005,1.66492219455431,0.025,0.002,1,"4","AT3G02480"
"APC11",0.000578949663857005,2.23479669283092,0.025,0.002,1,"4","APC11"
"AT3G09760",0.000578949663857005,1.86642034235389,0.025,0.002,1,"4","AT3G09760"
"AT3G10310",0.000578949663857005,1.16545064023821,0.025,0.002,1,"4","AT3G10310"
"AT3G22430",0.000578949663857005,-0.653418264747428,0.025,0.002,1,"4","AT3G22430"
"AT3G24030",0.000578949663857005,2.06023399440257,0.025,0.002,1,"4","AT3G24030"
"RSY3",0.000578949663857005,1.48402727596475,0.025,0.002,1,"4","RSY3"
"AT3G29010",0.000578949663857005,0.353652037844509,0.025,0.002,1,"4","AT3G29010"
"AT3G42660",0.000578949663857005,1.64681754577636,0.025,0.002,1,"4","AT3G42660"
"AT3G49725",0.000578949663857005,1.62483175873358,0.025,0.002,1,"4","AT3G49725"
"AT3G50300",0.000578949663857005,1.16773356655891,0.025,0.002,1,"4","AT3G50300"
"SAC8",0.000578949663857005,0.623842874191588,0.025,0.002,1,"4","SAC8"
"AT3G57200",0.000578949663857005,1.83677878875371,0.025,0.002,1,"4","AT3G57200"
"AT3G62050",0.000578949663857005,-0.167715592997263,0.025,0.002,1,"4","AT3G62050"
"AT4G00030",0.000578949663857005,1.52164819250605,0.025,0.002,1,"4","AT4G00030"
"AT4G01020",0.000578949663857005,-1.00978340694474,0.025,0.002,1,"4","AT4G01020"
"AT4G16162",0.000578949663857005,0.165224282326247,0.025,0.002,1,"4","AT4G16162"
"AT4G20720",0.000578949663857005,1.38265201641983,0.025,0.002,1,"4","AT4G20720"
"AT4G24310",0.000578949663857005,0.824035113740451,0.025,0.002,1,"4","AT4G24310"
"AT4G28690",0.000578949663857005,1.34641299701849,0.025,0.002,1,"4","AT4G28690"
"RHA3B",0.000578949663857005,0.513810657467248,0.025,0.002,1,"4","RHA3B"
"AGL21",0.000578949663857005,1.39382367440173,0.025,0.002,1,"4","AGL21"
"AT4G39230",0.000578949663857005,0.325907102230622,0.025,0.002,1,"4","AT4G39230"
"AT5G02230.1",0.000578949663857005,2.76517901014684,0.025,0.002,1,"4","AT5G02230"
"AT5G03140.1",0.000578949663857005,2.1131547564728,0.025,0.002,1,"4","AT5G03140"
"AT5G05710",0.000578949663857005,0.266464044699184,0.025,0.002,1,"4","AT5G05710"
"AT5G10080",0.000578949663857005,0.874608978080657,0.025,0.002,1,"4","AT5G10080"
"AGL15",0.000578949663857005,0.803381324418217,0.025,0.002,1,"4","AGL15"
"AT5G15820",0.000578949663857005,-0.42008233800389,0.025,0.002,1,"4","AT5G15820"
"SCL28.1",0.000578949663857005,2.46974461126721,0.025,0.002,1,"4","SCL28"
"AT5G20580",0.000578949663857005,1.4925766941785,0.025,0.002,1,"4","AT5G20580"
"SGS3",0.000578949663857005,0.393790356008334,0.025,0.002,1,"4","SGS3"
"DUF9",0.000578949663857005,0.113645202046216,0.025,0.002,1,"4","DUF9"
"AT5G27240",0.000578949663857005,0.52717130898899,0.025,0.002,1,"4","AT5G27240"
"AT5G44010",0.000578949663857005,-1.28476881690131,0.025,0.002,1,"4","AT5G44010"
"AT5G44820.1",0.000578949663857005,2.25942138021114,0.025,0.002,1,"4","AT5G44820"
"UMAMIT1",0.000578949663857005,0.33136786269694,0.025,0.002,1,"4","UMAMIT1"
"AT5G46920",0.000578949663857005,0.657531732633717,0.025,0.002,1,"4","AT5G46920"
"AT5G49120",0.000578949663857005,0.580304749776711,0.025,0.002,1,"4","AT5G49120"
"RIN3",0.000578949663857005,-0.266950944884849,0.025,0.002,1,"4","RIN3"
"AT5G52880",0.000578949663857005,0.731992872900939,0.025,0.002,1,"4","AT5G52880"
"EMB1789",0.000578949663857005,1.82361125402416,0.025,0.002,1,"4","EMB1789"
"AT5G57400.1",0.000578949663857005,-0.484360979482727,0.025,0.002,1,"4","AT5G57400"
"AT5G57970",0.000578949663857005,0.995871528644796,0.025,0.002,1,"4","AT5G57970"
"AT5G59830",0.000578949663857005,0.194100523821839,0.025,0.002,1,"4","AT5G59830"
"AT5G60800",0.000578949663857005,0.868560983325843,0.025,0.002,1,"4","AT5G60800"
"AT5G63830",0.000578949663857005,0.911007134898732,0.025,0.002,1,"4","AT5G63830"
"ALC",0.000578949663857005,0.526418365423751,0.025,0.002,1,"4","ALC"
"ORP1C.1",0.000580247601778001,-1.1883986413936,0.086,0.022,1,"4","ORP1C"
"UGT74D1.1",0.000583136750631049,-1.75915735637271,0.136,0.045,1,"4","UGT74D1"
"AT1G73930.2",0.000583319389789471,-0.532843640730647,0.074,0.017,1,"4","AT1G73930"
"RHM3.3",0.000586397054921262,-0.41667595859426,0.086,0.022,1,"4","RHM3"
"AT1G68220.1",0.000594890130555693,-0.676005437422983,0.074,0.017,1,"4","AT1G68220"
"MHK.2",0.000604300161919515,-0.722738432050987,0.074,0.017,1,"4","MHK"
"AT5G64030.2",0.00060550153061123,-1.18020529610937,0.111,0.033,1,"4","AT5G64030"
"AT1G57765.2",0.000609056954057415,-0.453744045060259,0.074,0.017,1,"4","AT1G57765"
"AT5G23820",0.000609056954057415,-1.30236440387959,0.074,0.017,1,"4","AT5G23820"
"AT1G61850.4",0.00061144828487344,-1.26744773381202,0.074,0.017,1,"4","AT1G61850"
"AT3G06410.2",0.000611448395397826,-1.08410137451151,0.074,0.017,1,"4","AT3G06410"
"AT5G08520",0.000611448395397826,-1.08743417672632,0.074,0.017,1,"4","AT5G08520"
"AT1G23180",0.000613848461457867,-1.54054187463236,0.074,0.017,1,"4","AT1G23180"
"SNL4.1",0.000613848572351472,-1.00420031888857,0.074,0.017,1,"4","SNL4"
"CPR1",0.000613848572351472,-1.64021613021678,0.074,0.017,1,"4","CPR1"
"AT5G48480.1",0.000613848572351472,-0.869024219564131,0.074,0.017,1,"4","AT5G48480"
"AT5G60530.3",0.000613848572351472,-2.79488877862446,0.074,0.017,1,"4","AT5G60530"
"AT1G76670.3",0.000615621748206598,-1.24424517922178,0.173,0.063,1,"4","AT1G76670"
"AT2G01070.1",0.000616257514100573,-1.30361665309371,0.074,0.017,1,"4","AT2G01070"
"AT5G24490.1",0.000618675138278696,-1.58925929396434,0.074,0.017,1,"4","AT5G24490"
"OS9",0.000618675138278696,-1.4548866498078,0.074,0.017,1,"4","OS9"
"HCT",0.000618675138278696,-1.59783877870337,0.074,0.017,1,"4","HCT"
"AT1G80910.1",0.000618675249914029,-0.913261664491013,0.074,0.017,1,"4","AT1G80910"
"QUA3.4",0.000630470743790601,-0.984456866078952,0.099,0.028,1,"4","QUA3"
"AT4G01150.3",0.000639936549183736,-5.62243558833998,0.086,0.231,1,"4","AT4G01150"
"AT1G21580.1",0.000644560919476214,-1.39337423793295,0.099,0.028,1,"4","AT1G21580"
"ARIA.2",0.00064553630405938,-1.7307401196514,0.111,0.033,1,"4","ARIA"
"AT5G56350.4",0.000649295412160425,-1.14659610055797,0.111,0.033,1,"4","AT5G56350"
"AT2G37975.4",0.000652743432021154,-0.649620124916337,0.099,0.028,1,"4","AT2G37975"
"PSAK.3",0.000677652367611555,-6.72380766898038,0.037,0.177,1,"4","PSAK"
"AT2G47320.3",0.000708943034284746,-1.37311744429739,0.148,0.052,1,"4","AT2G47320"
"CAT2.1.3",0.000723397285420501,-2.43046692256417,0.37,0.164,1,"4","CAT2.1"
"GOX1.3",0.000739433377963886,-9.02273797113239,0,0.125,1,"4","GOX1"
"AT5G09620.1",0.000758458682083361,-1.11237085405585,0.086,0.023,1,"4","AT5G09620"
"TET7.1",0.000761047313604516,-0.998322901130988,0.086,0.023,1,"4","TET7"
"PEX4.2",0.000766249204644885,-1.11933170920193,0.086,0.023,1,"4","PEX4"
"GDCH.3",0.000768407806804056,-8.91067249372884,0,0.124,1,"4","GDCH"
"AT1G30200.2",0.000768862511593278,-1.30437671268489,0.086,0.023,1,"4","AT1G30200"
"ARF1.1",0.00077675216399896,-1.90361738604649,0.086,0.023,1,"4","ARF1.1"
"SINAT2.1",0.000785263100737073,-0.505857025672681,0.062,0.013,1,"4","SINAT2"
"CLA1",0.000791316840023126,-2.31129180801064,0.185,0.07,1,"4","CLA1"
"AT1G79870.1",0.000792757421142438,-1.5903564366316,0.086,0.023,1,"4","AT1G79870"
"EMB3119.1",0.000795454320679502,-1.71349736872506,0.086,0.023,1,"4","EMB3119"
"AT1G07590.1",0.000795454428401121,-2.34339685507161,0.086,0.023,1,"4","AT1G07590"
"scpl42",0.000795454428401121,-2.12560274743562,0.086,0.023,1,"4","scpl42"
"AT3G66654.3",0.000795454536122763,-1.10985334141949,0.086,0.023,1,"4","AT3G66654"
"VPS35B.1",0.000806081299488677,-0.66965788876995,0.062,0.013,1,"4","VPS35B"
"PP2-B1.1",0.000806081299488677,-1.07288546018695,0.062,0.013,1,"4","PP2-B1"
"AT5G50020.2",0.000806081299488677,-0.417332761460396,0.062,0.013,1,"4","AT5G50020"
"ADL6.4",0.000808366388318705,-1.1762983482345,0.148,0.052,1,"4","ADL6"
"AT1G12530",0.00080960036137094,-0.629858003025309,0.062,0.013,1,"4","AT1G12530"
"AT1G35510.2",0.00080960036137094,-0.717634588936695,0.062,0.013,1,"4","AT1G35510"
"AT3G49050.1",0.00080960036137094,-0.287474373120529,0.062,0.013,1,"4","AT3G49050"
"AT5G14850.1",0.00080960036137094,-0.436993404502038,0.062,0.013,1,"4","AT5G14850"
"AT2G20050.1",0.00082024326292087,-0.923453737489155,0.062,0.013,1,"4","AT2G20050"
"AT5G36160",0.00082024326292087,-0.971578221099885,0.062,0.013,1,"4","AT5G36160"
"AT1G60990",0.000823819644463138,-1.54152002420433,0.062,0.013,1,"4","AT1G60990"
"EMB2369",0.000827410304491916,-1.62039735539227,0.062,0.013,1,"4","EMB2369"
"TBL18.2",0.000827410488142685,-0.443228053277574,0.062,0.013,1,"4","TBL18"
"AT3G59780.1",0.000830291134128055,-1.89742154297159,0.111,0.034,1,"4","AT3G59780"
"AT1G15350.2",0.000831015847192473,-0.935994778701027,0.062,0.013,1,"4","AT1G15350"
"AT1G25682.1",0.000831015847192473,-1.18323765970256,0.062,0.013,1,"4","AT1G25682"
"ECT7",0.000831015847192473,-1.25004292927343,0.062,0.013,1,"4","ECT7"
"AT3G47000.1",0.000831015847192473,-0.969321683758967,0.062,0.013,1,"4","AT3G47000"
"AT3G59110.2",0.000831015847192473,-0.992715513682894,0.062,0.013,1,"4","AT3G59110"
"AT3G62110.2",0.000831015847192473,-0.644508187896595,0.062,0.013,1,"4","AT3G62110"
"BZIP53.4",0.000831542960173796,-0.995896735035002,0.099,0.029,1,"4","BZIP53"
"EMB2756.4",0.000854797435431887,-1.5631038333542,0.099,0.029,1,"4","EMB2756"
"RMR1.2",0.000858210879190482,-0.91283900673332,0.074,0.018,1,"4","RMR1"
"AT2G20780",0.000867958133457643,-1.3252631635989,0.074,0.018,1,"4","AT2G20780"
"AT2G39670.2",0.000870136730657607,-1.94414135119442,0.136,0.046,1,"4","AT2G39670"
"NSI",0.000871229913555833,-1.38713343644812,0.074,0.018,1,"4","NSI"
"AT3G10300.2",0.000874513125418009,-0.83680687852788,0.074,0.018,1,"4","AT3G10300"
"XK-2.1",0.000874513125418009,-1.07827513050544,0.074,0.018,1,"4","XK-2"
"ATMAP4K ALPHA1.2",0.000878097580650571,0.568993936364919,0.049,0.009,1,"4","ATMAP4K ALPHA1"
"PHYC.2",0.000884431568879968,-1.23706698307545,0.074,0.018,1,"4","PHYC"
"ABCI8",0.000884431715362669,-1.84417195727744,0.074,0.018,1,"4","ABCI8"
"AT4G09750.1",0.000884431715362669,-1.09050713662325,0.074,0.018,1,"4","AT4G09750"
"PSAD-1.3",0.000891094389371378,-7.59433038142935,0.012,0.14,1,"4","PSAD-1"
"AT1G22140",0.000891715690933485,-0.104526393267069,0.049,0.009,1,"4","AT1G22140"
"ESP4.1",0.000891715690933485,0.176947628003659,0.049,0.009,1,"4","ESP4"
"AT4G34419.3",0.000896298390780993,1.33672869274012,0.049,0.009,1,"4","AT4G34419"
"AT3G58900.2",0.000900902912012916,0.546451029667902,0.049,0.009,1,"4","AT3G58900"
"PPa4.1",0.000905529349071016,-0.463593109242152,0.049,0.009,1,"4","PPa4"
"AT4G32270",0.000905529349071016,-0.991721985928149,0.049,0.009,1,"4","AT4G32270"
"AT5G18920.2",0.000905529349071016,0.155342421512461,0.049,0.009,1,"4","AT5G18920"
"AT5G63990.2",0.000905529349071016,-0.898109267897584,0.049,0.009,1,"4","AT5G63990"
"AFB3",0.000910177517070847,-1.16648131756453,0.049,0.009,1,"4","AFB3"
"GSTF6.2",0.000910177796756674,-1.13802087402501,0.049,0.009,1,"4","GSTF6"
"AT1G72175",0.000910177796756674,-1.29001550595248,0.049,0.009,1,"4","AT1G72175"
"FHA2.1",0.000910177796756674,-0.118606375352901,0.049,0.009,1,"4","FHA2"
"AT3G50380",0.000910177796756674,-0.664505641673979,0.049,0.009,1,"4","AT3G50380"
"AT3G52640",0.000910177796756674,-0.88936742302374,0.049,0.009,1,"4","AT3G52640"
"AT5G05140.2",0.000910177796756674,-0.229760396369141,0.049,0.009,1,"4","AT5G05140"
"AT5G18140",0.000910177796756674,-0.829520148997062,0.049,0.009,1,"4","AT5G18140"
"Fh5.1",0.000910177796756674,-0.590314003724649,0.049,0.009,1,"4","Fh5"
"SHM7",0.000914848069337615,-0.77110921722777,0.049,0.009,1,"4","SHM7"
"ACA.l.2",0.000914848350232028,-0.423306728051564,0.049,0.009,1,"4","ACA.l"
"BCA6.1",0.000914848350232028,-0.801677683234678,0.049,0.009,1,"4","BCA6"
"AT3G45040",0.000914848350232028,-0.60593394306161,0.049,0.009,1,"4","AT3G45040"
"AT3G47670.1",0.000914848350232028,-0.527061663759573,0.049,0.009,1,"4","AT3G47670"
"EDL1",0.000914848350232028,-1.06328286632279,0.049,0.009,1,"4","EDL1"
"CCA1",0.000919540822913501,-1.59386675021158,0.049,0.009,1,"4","CCA1"
"THH1.2",0.000919541105021091,0.211285570130272,0.049,0.009,1,"4","THH1"
"AT1G18440.1",0.000919541105021091,-0.489395530851026,0.049,0.009,1,"4","AT1G18440"
"IDD5",0.000919541105021091,-1.16030538261132,0.049,0.009,1,"4","IDD5"
"HIS4",0.000919541105021091,-0.558855752221592,0.049,0.009,1,"4","HIS4"
"MPK3",0.000919541105021091,-0.906045048485077,0.049,0.009,1,"4","MPK3"
"AT3G59290.2",0.000919541105021091,-1.29354026098219,0.049,0.009,1,"4","AT3G59290"
"ABP1",0.000919541105021091,-1.09744629732707,0.049,0.009,1,"4","ABP1"
"GYRB2",0.000919541105021091,-1.03458106514024,0.049,0.009,1,"4","GYRB2"
"MSL2",0.000919541105021091,-1.25288030780299,0.049,0.009,1,"4","MSL2"
"FTRA1",0.000919541105021091,-1.17801838202699,0.049,0.009,1,"4","FTRA1"
"CPR5.2",0.000919541105021091,-0.120000886321796,0.049,0.009,1,"4","CPR5"
"FOLT1.1",0.000919541105021091,-0.578082991930917,0.049,0.009,1,"4","FOLT1"
"AT5G66590.2",0.000919541105021091,-0.623337049222558,0.049,0.009,1,"4","AT5G66590"
"CRD1.3",0.000934006707205763,-6.27795655022549,0.025,0.156,1,"4","CRD1"
"SHM1.3",0.000967005545654791,-9.01256800834215,0,0.12,1,"4","SHM1"
"ACBP4.3",0.00100102027630018,-1.15369982392096,0.111,0.035,1,"4","ACBP4"
"LCR69.3",0.001010669371303,-6.43812075027532,0.049,0.185,1,"4","LCR69"
"AT1G45688.4",0.0010145394189209,-0.385059542117429,0.086,0.024,1,"4","AT1G45688"
"MAP3KA.2",0.00104162210399085,-0.892099180014931,0.086,0.024,1,"4","MAP3KA"
"JAR1.2",0.00105194939730641,-1.05326847020984,0.086,0.024,1,"4","JAR1"
"DEG2.4",0.00105439466722573,-1.93572098070987,0.185,0.072,1,"4","DEG2"
"AT1G07080",0.00105541282655193,-1.28326677889962,0.086,0.024,1,"4","AT1G07080"
"PUB13.4",0.00105541282655193,-1.28558011138408,0.086,0.024,1,"4","PUB13"
"ECA3.3",0.00106237135643206,-1.00902998139371,0.086,0.024,1,"4","ECA3"
"PRK.3",0.0010842934897009,-8.94687446662917,0,0.118,1,"4","PRK"
"ERD14.2",0.00111215270625924,-1.4407308613623,0.148,0.054,1,"4","ERD14"
"AT5G42090.4",0.00112351573063109,-1.0826706811667,0.111,0.036,1,"4","AT5G42090"
"GAPB.3",0.00114219684026209,-6.21920857169062,0.025,0.153,1,"4","GAPB"
"LHCA3.4",0.00115627843731782,-6.35500995259252,0.037,0.168,1,"4","LHCA3"
"PSBTN.3",0.00117008788258172,-9.08781917559221,0,0.116,1,"4","PSBTN"
"PYL4.1",0.0011735768789634,-1.80071556229239,0.136,0.047,1,"4","PYL4"
"AT1G14020.3",0.00117960145182818,-0.581632092001313,0.074,0.019,1,"4","AT1G14020"
"AT3G27220.2",0.00119886427764144,0.330442506124987,0.062,0.014,1,"4","AT3G27220"
"UGT84A2.2",0.00120550368550966,-0.860342260209417,0.074,0.019,1,"4","UGT84A2"
"FBS3.4",0.00120884459014687,-0.111979523473754,0.062,0.014,1,"4","FBS3"
"AT1G27430.2",0.00120987143313011,-1.16437280318883,0.074,0.019,1,"4","AT1G27430"
