"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT1G70600",0.156266360759022,-1.00932294150879,0.241,0.123,1
"AT4G40040",0.164119922482294,-1.68300588604911,0.241,0.123,1
"GRF5.1",0.171241562926132,-0.768347332473281,0.124,0.053,1
"BBX21",0.172826890483238,-1.10600441411759,0.124,0.053,1
"TCP-1",0.172959184405828,-1.20328039761155,0.152,0.07,1
"IAA8",0.174423166521005,-1.28182933824408,0.124,0.053,1
"AT3G11120",0.175875369867962,-1.2526370002424,0.152,0.07,1
"CAS1",0.176030425680967,-1.59870045418309,0.124,0.053,1
"AT1G07940",0.176628196565328,-1.01262820767607,0.234,0.123,1
"AT3G16080",0.177340095202706,-1.21642481702005,0.207,0.105,1
"GSTU19",0.199132933707205,-0.864950888676417,0.172,0.088,1
"AT1G61790",0.200634839371244,-0.262440139818375,0.117,0.053,1
"AT4G00810",0.205251383125633,-1.12257384393112,0.172,0.088,1
"IQD14",0.20799279402406,-0.558759499068605,0.117,0.053,1
"PBF1",0.20799279402406,-0.519029324214206,0.117,0.053,1
"ATERDJ2A",0.208536339413819,-0.929526412950109,0.145,0.07,1
"AT5G02480",0.211744303779709,-1.16760754069952,0.117,0.053,1
"LARP6b",0.211939472120112,-1.04250665120541,0.145,0.07,1
"GSL05",0.213638293019047,-1.73469924148037,0.117,0.053,1
"ASP5",0.213638293019047,-1.65996485502743,0.117,0.053,1
"FLA2",0.213656009936421,-1.300044794953,0.145,0.07,1
"HOL1",0.222745434331413,-3.3404794343254,0.131,0.175,1
"AT4G29390",0.246349724801203,-1.55928859942316,0.193,0.105,1
"GLN1.3",0.250520112939774,-1.43956217714064,0.166,0.088,1
"AT3G58610",0.251402088121972,-1.50324570045265,0.193,0.105,1
"ROP2",0.25182179429787,-0.546140405151956,0.11,0.053,1
"AT1G07920",0.252332970513434,-1.84313844942783,0.166,0.088,1
"AT1G33470",0.252332970513434,-1.75913819004985,0.166,0.088,1
"CUL1",0.252377225330534,-1.6141989647609,0.138,0.07,1
"SGR4",0.254013601468251,-1.04887158906574,0.11,0.053,1
"RAB8C",0.256218650977831,-1.1404277204343,0.11,0.053,1
"AT1G65220",0.25843696097083,-1.94564635019989,0.11,0.053,1
"AT1G74910",0.25843696097083,-1.71966415369449,0.11,0.053,1
"LUH",0.25843696097083,-1.89405113469958,0.11,0.053,1
"RSZ22",0.25843696097083,-2.02783572576618,0.11,0.053,1
"AT2G04520",0.287325695680787,-1.60362735815732,0.159,0.088,1
"ELIP1",0.28942677943995,-1.54004615434246,0.186,0.105,1
"ERD15",0.299624528397414,-0.792245111500228,0.179,0.105,1
"CID6",0.301307411072172,-0.682656654760214,0.103,0.053,1
"AT3G16180",0.301669530392971,-2.72213974211013,0.131,0.07,1
"PKT3",0.308963812719438,-1.43581394394357,0.103,0.053,1
"BPC2",0.311544279444304,-1.79599518118981,0.103,0.053,1
"AT1G76010",0.311544279444304,-1.4273865899366,0.103,0.053,1
"AT3G02360",0.311544279444304,-1.68546140916209,0.103,0.053,1
"HAT2",0.311544279444304,-1.77401120544338,0.103,0.053,1
"AT3G49910",0.331736786848935,-1.36597575416762,0.352,0.211,1
"AT1G62480",0.340303810774627,-1.34307314501703,0.262,0.158,1
"AT2G05920",0.34110432487021,-1.11359330444474,0.124,0.07,1
